llh	children_0	children_1	children_2	children_3	children_4	children_5	children_6	children_7
-599.8336791992188	5;3		6;7	1;4	2			
-599.8336791992188	5;3		7	1;4	2			6
-600.1839599609375	5;3		7	1;4	2;6			
-600.35400390625	5;3;7		4	1;2	6			
-600.1812133789062	1;3	6	4	2;5	7			
-600.0891723632812	1;3	6	7	5;4	2			
-601.7122192382812	3	5	1;4	2;6	7			
-601.1417236328125	3	5	1;7	6;4	2			
-600.2015380859375	3;7	6	1	5;4	2			
-601.5747680664062	3	5	6;4	1;2	7			
-601.2631225585938	3	5	4	1;2	6;7			
-601.2631225585938	3	5	4	1;2	7			6
-601.2631225585938	3	5	4	1;2;6	7			
-601.1676635742188	3	5	7	1;6;4	2			
-601.1417236328125	3	5	6;7	1;4	2			
-601.1417236328125	3	5	7	1;4	2			6
-601.491943359375	3	5	7	1;4	2;6			
-600.252197265625	3;7	6	4	2;5	1			
-601.2631225585938	3	5	4	2;6	1;7			
-601.556640625	3	5	7	6;4	1;2			
-601.3643798828125	3	5	4	2;6	7		1	
-601.2429809570312	3	5	7	6;4	2		1	
-601.2631225585938	3	5	4	2;6	7			1
-601.1417236328125	3	5	7	6;4	2			1
-600.6657104492188	5;3;7		4;6	1;2				
-600.5379028320312	6;3		5;4	1;2	7			
-599.8825073242188	6;3		5;7	1;4	2			
-601.94921875	3	6	1;5	4;7	2			
-601.7122192382812	3	5	1;4	2	6;7			
-601.7122192382812	3	5	1;4	2	7			6
-600.6445922851562	3	6	5;4	1;2	7			
-599.9891967773438	3	6	5;7	1;4	2			
-601.5747680664062	3	5	6;4	2	1;7			
-601.76513671875	3	5	6;4	2	7		1	
-601.5747680664062	3	5	6;4	2	7			1
-601.0858154296875	3	6	1;5;4	2	7			
-601.1052856445312	3;7		4;5;6	1;2				
-601.793701171875	3		1;5;6	4;7	2			
-601.03369140625	3;6;7		4;5	1;2				
-600.6152954101562	3;7		4;5	1;2				6
-600.6528930664062	3;7		4;5	1;2;6				
-599.8336791992188	3		1;5;7	6;4	2			
-600.6445922851562	3	6	5;4	2	1;7			
-601.0311889648438	3		1;6;4	2	5;7			
-599.9598388671875	3;7		5;6	1;4	2			
-601.793701171875	3		1;5	4;7	2			6
-600.2211303710938	3		1;4	2	5;6;7			
-600.2211303710938	3		1;4	2	5;7			6
-600.837158203125	3		1;4	2	6;7		5	
-600.6445922851562	3	6	5;4	2	7			1
-600.2211303710938	3		1;4	2	6;7			5
-600.837158203125	3		1;4	2	7		5	6
-600.2211303710938	3		1;4	2	7			5;6
-601.8400268554688	3		1;6;4	2	7		5	
-601.0311889648438	3		1;6;4	2	7			5
-600.881103515625	3;5;6;7		4	1;2				
-600.35400390625	3;5;7		4	1;2				6
-600.3739013671875	5;3;7		4	1;2;6				
-601.19482421875	3;6;7		4	1;2			5	
-600.4996948242188	3;6;7		4	1;2				5
-600.697265625	3;7		4	1;2			5	6
-600.0812377929688	3;7		4	1;2				5;6
-601.082763671875	3		1;6;4	2;5	7			
-600.5479736328125	3;7		4;6	1;2;5				
-600.2283325195312	3		1;4	2;5	6;7			
-600.2283325195312	3		1;4	2;5	7			6
-600.6287841796875	3;6;7		4	1;2;5				
-600.1455078125	3;7		4	1;2;5				6
-600.2982788085938	3		1;4	2;5;6	7			
-600.337890625	3;7		4	1;2;5;6				
-599.9495849609375	3		1;7	5;6;4	2			
-599.8631591796875	3		1;6;7	5;4	2			
-599.8631591796875	3		1;7	5;4	2			6
-600.21337890625	3		1;7	5;4	2;6			
-600.7005615234375	3;7		4	1;2;6			5	
-600.0812377929688	3;7		4	1;2;6				5
-601.9346923828125	3	6	4	2;7				1;5
-600.4173583984375	3	6	1;4	2	5;7			
-601.2631225585938	3	5	4	2	1;6;7			
-601.2631225585938	3	5	4	2	1;7			6
-601.3643798828125	3	5	4	2	6;7		1	
-601.2631225585938	3	5	4	2	6;7			1
-599.8336791992188	3		1;5;6;7	4	2			
-599.8336791992188	3		1;5;7	4	2			6
-600.6152954101562	3;7		5;4	1;2	6			
-600.1839599609375	3		1;5;7	4	2;6			
-600.44970703125	3		1;6;7	4	2		5	
-599.8336791992188	3		1;6;7	4	2			5
-600.44970703125	3		1;7	4	2		5	6
-599.8336791992188	3		1;7	4	2			5;6
-600.3782958984375	3;6;7		5	1;4	2			
-599.9598388671875	3;7		5	1;4	2			6
-600.2211303710938	3		1;4	2;6	5;7			
-599.9725952148438	3;7		5	1;4;6	2			
-599.8466796875	3		1;7	6;4	2;5			
-601.94921875	3	6	5	4;7	2			1
-601.793701171875	3		1	4;7	2			5;6
-600.110595703125	3	6	4	2	1;5;7			
-599.8466796875	3		1;6;7	4	2;5			
-599.8466796875	3		1;7	4	2;5			6
-600.3101196289062	3;7		5	1;4	2;6			
-600.273681640625	3		1;7	4	2;5;6			
-600.110595703125	3	6	4	2	5;7			1
-601.3499145507812	3	6	4	2	1;7		5	
-600.7999877929688	3		1;7	4	2;6		5	
-600.110595703125	3	6	4	2	1;7			5
-601.3643798828125	3	5	4	2	7		1	6
-601.7324829101562	3	5	4	2	7			1;6
-600.1839599609375	3		1;7	4	2;6			5
-601.3499145507812	3	6	4	2	7		5	1
-600.110595703125	3	6	4	2	7			1;5
-601.76513671875	3	6	1;4	2	7		5	
-601.1641845703125	3;7		4;6	1;2			5	
-600.837158203125	3		1;4	2;6	7		5	
-600.4505615234375	3		1;7	6;4	2		5	
-600.4173583984375	3	6	1;4	2	7			5
-600.3929443359375	3;7		4;6	1;2				5
-601.793701171875	3		1;6	4;7	2			5
-600.2211303710938	3		1;4	2;6	7			5
-599.8336791992188	3		1;7	6;4	2			5
-600.0158081054688	6;3		4	1;2;5	7			
-599.9512939453125	6;3		7	1;5;4	2			
-600.1350708007812	3	6	4	1;2;5	7			
-600.0810546875	3	6	7	1;5;4	2			
-600.4249267578125	3	6	1;4	2;5	7			
-600.9791259765625	3		5;6;4	1;2	7			
-600.4891357421875	3		5;4	1;2	6;7			
-600.4891357421875	3		5;4	1;2	7			6
-600.4913330078125	3		5;4	1;2;6	7			
-599.8338012695312	3		5;7	1;6;4	2			
-600.1106567382812	3	6	4	2;5	1;7			
-600.2667846679688	3		6;4	1;2	5;7			
-600.1249389648438	3;7		6	1;5;4	2			
-599.955078125	3		4	1;2	5;6;7			
-599.955078125	3		4	1;2	5;7			6
-600.5711059570312	3		4	1;2	6;7		5	
-600.1106567382812	3	6	4	2;5	7			1
-599.955078125	3		4	1;2	6;7			5
-600.5711059570312	3		4	1;2	7		5	6
-599.955078125	3		4	1;2	7			5;6
-601.0380249023438	3		6;4	1;2	7		5	
-600.2667846679688	3		6;4	1;2	7			5
-600.31494140625	3		6;4	1;2;5	7			
-599.9669799804688	3		4	1;2;5	6;7			
-599.9669799804688	3		4	1;2;5	7			6
-600.0494995117188	3		4	1;2;5;6	7			
-600.026123046875	3		7	1;5;6;4	2			
-599.9024658203125	3		6;7	1;5;4	2			
-599.9024658203125	3		7	1;5;4	2			6
-600.2527465820312	3		7	1;5;4	2;6			
-600.4318237304688	3	6	7	5;4	1;2			
-600.0186157226562	3	6	1;7	5;4	2			
-599.8336791992188	3		5;6;7	1;4	2			
-599.8336791992188	3		5;7	1;4	2			6
-600.1455078125	3;7		4	1;2;5	6			
-600.1839599609375	3		5;7	1;4	2;6			
-600.44970703125	3		6;7	1;4	2		5	
-600.0186157226562	3	6	7	5;4	2			1
-599.8336791992188	3		6;7	1;4	2			5
-600.44970703125	3		7	1;4	2		5	6
-599.8336791992188	3		7	1;4	2			5;6
-599.955078125	3		4	1;2;6	5;7			
-599.8511962890625	3		7	1;6;4	2;5			
-599.8466796875	3		6;7	1;4	2;5			
-599.8466796875	3		7	1;4	2;5			6
-600.273681640625	3		7	1;4	2;5;6			
-600.7999877929688	3		7	1;4	2;6		5	
-600.1839599609375	3		7	1;4	2;6			5
-600.5711059570312	3		4	1;2;6	7		5	
-600.4646606445312	3		7	1;6;4	2		5	
-599.955078125	3		4	1;2;6	7			5
-599.8338012695312	3		7	1;6;4	2			5
-600.00390625	6;3		4	1;2	5;7			
-599.8954467773438	6;3		7	1;4	2;5			
-600.59375	5;3;7			1;4	2;6			
-601.491943359375	3	5	1;7	4	2;6			
-600.110595703125	3	6	4	1;2	5;7			
-600.0021362304688	3	6	7	1;4	2;5			
-601.556640625	3	5	6;7	4	1;2			
-601.9346923828125	3	6	4	2;7	1;5			
-601.556640625	3	5	7	4	1;2			6
-601.6417846679688	3	5	7	4	2;6		1	
-601.491943359375	3	5	7	4	2;6			1
-601.1417236328125	3	5	1;6;7	4	2			
-601.1417236328125	3	5	1;7	4	2			6
-600.4024047851562	3	6	5;7	4	1;2			
-601.2429809570312	3	5	6;7	4	2		1	
-601.1417236328125	3	5	6;7	4	2			1
-599.9891967773438	3	6	1;5;7	4	2			
-600.9791259765625	3		5;6;4	2	1;7			
-600.3929443359375	3;7		4;6	1;2	5			
-600.4891357421875	3		5;4	2	1;6;7			
-600.4891357421875	3		5;4	2	1;7			6
-599.9891967773438	3	6	5;7	4	2			1
-600.4996948242188	3;6;7		4	1;2	5			
-600.0812377929688	3;7		4	1;2	5			6
-600.4891357421875	3		5;4	2;6	1;7			
-600.0812377929688	3;7		4	1;2;6	5			
-600.2486572265625	3		5;7	6;4	1;2			
-601.9346923828125	3	6	4	2;7	5			1
-601.7792358398438	3		4	2;7	1			5;6
-600.2667846679688	3		6;4	2	1;5;7			
-599.9728393554688	3;7		6	1;4	2;5			
-599.955078125	3		4	2	1;5;6;7			
-599.955078125	3		4	2	1;5;7			6
-600.5711059570312	3		4	2	1;6;7		5	
-599.955078125	3		4	2	1;6;7			5
-600.5711059570312	3		4	2	1;7		5	6
-599.955078125	3		4	2	1;7			5;6
-601.228515625	3	6	1;7	4	2		5	
-601.0380249023438	3		6;4	2	1;7		5	
-599.9891967773438	3	6	1;7	4	2			5
-601.2429809570312	3	5	7	4	2		1	6
-601.611083984375	3	5	7	4	2			1;6
-600.2667846679688	3		6;4	2	1;7			5
-601.228515625	3	6	7	4	2		5	1
-599.9891967773438	3	6	7	4	2			1;5
-600.7985229492188	3;5;6;7			1;4	2			
-600.2434692382812	3;5;7			1;4	2			6
-600.334228515625	5;3;7			1;4;6	2			
-601.0753784179688	3;6;7			1;4	2		5	
-600.3782958984375	3;6;7			1;4	2			5
-600.5758666992188	3;7			1;4	2		5	6
-599.9598388671875	3;7			1;4	2			5;6
-600.2796020507812	3		6;4	2;5	1;7			
-599.9551391601562	3		4	2;5	1;6;7			
-599.9551391601562	3		4	2;5	1;7			6
-600.6246337890625	3;6;7			1;4;5	2			
-600.1248779296875	3;7			1;4;5	2			6
-599.99462890625	3		4	2;5;6	1;7			
-600.3480224609375	3;7			1;4;5;6	2			
-600.3645629882812	3		7	5;6;4	1;2			
-600.278076171875	3		6;7	5;4	1;2			
-600.278076171875	3		7	5;4	1;2			6
-600.4778442382812	3;7			1;5;4	2;6			
-601.0825805664062	3		7	5;4	1;2;6			
-600.63671875	3;7			1;4;6	2		5	
-599.9725952148438	3;7			1;4;6	2			5
-601.94921875	3	6		4;7	2			1;5
-600.4692993164062	3	6	7	4	1;2;5			
-600.0021362304688	3	6	1;7	4	2;5			
-600.2486572265625	3		5;6;7	4	1;2			
-600.2486572265625	3		5;7	4	1;2			6
-600.0812377929688	3;7		4	1;2	5;6			
-601.7792358398438	3		4	2;7	1;5			6
-601.052978515625	3		5;7	4	1;2;6			
-600.8646850585938	3		6;7	4	1;2		5	
-600.0021362304688	3	6	7	4	2;5			1
-600.2486572265625	3		6;7	4	1;2			5
-600.8646850585938	3		7	4	1;2		5	6
-600.2486572265625	3		7	4	1;2			5;6
-600.39599609375	3;6;7			1;4	2;5			
-599.9728393554688	3;7			1;4	2;5			6
-599.955078125	3		4	2;6	1;5;7			
-600.01806640625	3;7			1;4;6	2;5			
-600.2948608398438	3		7	6;4	1;2;5			
-600.2945556640625	3		6;7	4	1;2;5			
-601.7792358398438	3		4	2;7	1;5;6			
-600.2945556640625	3		7	4	1;2;5			6
-600.40869140625	3;7			1;4	2;5;6			
-601.2215576171875	3		7	4	1;2;5;6			
-601.67236328125	3		7	4	1;2;6		5	
-601.052978515625	3		7	4	1;2;6			5
-601.6417236328125	3	6	7	4	1;2		5	
-600.5711059570312	3		4	2;6	1;7		5	
-600.865478515625	3		7	6;4	1;2		5	
-600.9261474609375	3;7			1;4	2;6		5	
-600.4024047851562	3	6	7	4	1;2			5
-599.955078125	3		4	2;6	1;7			5
-600.2486572265625	3		7	6;4	1;2			5
-601.7792358398438	3		4	2;7	1;6			5
-600.3101196289062	3;7			1;4	2;6			5
-600.6199340820312	6;3		4	1;2	7		5	
-600.49853515625	6;3		7	1;4	2		5	
-601.3499145507812	3	6	4	1;2	7		5	
-601.228515625	3	6	7	1;4	2		5	
