llh	children_0	children_1	children_2	children_3	children_4	children_5	children_6	children_7
-601.0858764648438	3		5;6;4	2	7		1	
-601.8081665039062	3		5;6	4;7	2		1	
-600.5035400390625	3		5;4	2	6;7		1	
-600.5035400390625	3		5;4	2	7		1	6
-600.5035400390625	3		5;4	2;6	7		1	
-599.84814453125	3		5;7	6;4	2		1	
-601.7936401367188	3		4	2;7			1	5;6
-600.308349609375	3		6;4	2	5;7		1	
-600.5758666992188	3;7		6	1;4	2		5	
-601.8081665039062	3		5	4;7	2		1	6
-599.9695434570312	3		4	2	5;6;7		1	
-599.9695434570312	3		4	2	5;7		1	6
-599.9695434570312	3		4	2	6;7		1	5
-599.9695434570312	3		4	2	7		1	5;6
-600.308349609375	3		6;4	2	7		1	5
-600.3219604492188	3		6;4	2;5	7		1	
-599.9696044921875	3		4	2;5	6;7		1	
-599.9696044921875	3		4	2;5	7		1	6
-600.0090942382812	3		4	2;5;6	7		1	
-599.9640502929688	3		7	5;6;4	2		1	
-599.8775634765625	3		6;7	5;4	2		1	
-599.8775634765625	3		7	5;4	2		1	6
-600.2763671875	3		7	5;4	2;6		1	
-599.84814453125	3		5;6;7	4	2		1	
-599.84814453125	3		5;7	4	2		1	6
-600.697265625	3;7		4	1;2	6		5	
-601.7936401367188	3		4	2;7	5		1	6
-600.2468872070312	3		5;7	4	2;6		1	
-599.84814453125	3		6;7	4	2		1	5
-599.84814453125	3		7	4	2		1	5;6
-599.9695434570312	3		4	2;6	5;7		1	
-599.861083984375	3		7	6;4	2;5		1	
-601.8081665039062	3			4;7	2		1	5;6
-599.861083984375	3		6;7	4	2;5		1	
-601.7936401367188	3		4	2;7	5;6		1	
-599.861083984375	3		7	4	2;5		1	6
-600.3366088867188	3		7	4	2;5;6		1	
-600.2468872070312	3		7	4	2;6		1	5
-601.8081665039062	3		6	4;7	2		1	5
-599.9695434570312	3		4	2;6	7		1	5
-599.84814453125	3		7	6;4	2		1	5
-601.7936401367188	3		4	2;7	6		1	5
-600.00390625	6;3		4	1;2	7			5
-599.8825073242188	6;3		7	1;4	2			5
-601.94921875	3	6	1	4;7	2			5
-600.110595703125	3	6	4	1;2	7			5
-599.9891967773438	3	6	7	1;4	2			5
-601.9346923828125	3	6	4	2;7	1			5
-600.9791259765625	3		5;6;4	2	7			1
-601.793701171875	3		5;6	4;7	2			1
-600.4891357421875	3		5;4	2	6;7			1
-600.95849609375	3		5;4	2	7			1;6
-600.4891357421875	3		5;4	2;6	7			1
-599.8336791992188	3		5;7	6;4	2			1
-600.2667846679688	3		6;4	2	5;7			1
-599.9598388671875	3;7		6	1;4	2			5
-599.955078125	3		4	2	5;6;7			1
-600.4244384765625	3		4	2	5;7			1;6
-600.5711059570312	3		4	2	6;7		5	1
-599.955078125	3		4	2	6;7			1;5
-601.0404663085938	3		4	2	7		5	1;6
-600.4244384765625	3		4	2	7			1;5;6
-601.0380249023438	3		6;4	2	7		5	1
-600.2667846679688	3		6;4	2	7			1;5
-600.2796020507812	3		6;4	2;5	7			1
-599.9551391601562	3		4	2;5	6;7			1
-600.4244995117188	3		4	2;5	7			1;6
-599.99462890625	3		4	2;5;6	7			1
-599.9495849609375	3		7	5;6;4	2			1
-599.8631591796875	3		6;7	5;4	2			1
-600.33251953125	3		7	5;4	2			1;6
-600.21337890625	3		7	5;4	2;6			1
-599.8336791992188	3		5;6;7	4	2			1
-600.3030395507812	3		5;7	4	2			1;6
-600.0812377929688	3;7		4	1;2	6			5
-600.1839599609375	3		5;7	4	2;6			1
-600.44970703125	3		6;7	4	2		5	1
-599.8336791992188	3		6;7	4	2			1;5
-600.9190673828125	3		7	4	2		5	1;6
-600.3030395507812	3		7	4	2			1;5;6
-599.955078125	3		4	2;6	5;7			1
-599.8466796875	3		7	6;4	2;5			1
-599.8466796875	3		6;7	4	2;5			1
-601.7792358398438	3		4	2;7	5;6			1
-600.3160400390625	3		7	4	2;5			1;6
-600.273681640625	3		7	4	2;5;6			1
-600.7999877929688	3		7	4	2;6		5	1
-600.1839599609375	3		7	4	2;6			1;5
-600.5711059570312	3		4	2;6	7		5	1
-600.4505615234375	3		7	6;4	2		5	1
-601.793701171875	3		6	4;7	2			1;5
-599.955078125	3		4	2;6	7			1;5
-599.8336791992188	3		7	6;4	2			1;5
-601.7792358398438	3		4	2;7	6			1;5
-600.00390625	5;6;3		4	2	1;7			
-600.2974853515625	5;6;3		7	4	1;2			
-600.8013305664062	5;3;7	6		4	1;2			
-600.6475830078125	5;3;7		6	4	1;2			
-600.2667846679688	5;3		6;4	2	1;7			
-599.955078125	5;3		4	2	1;6;7			
-599.955078125	5;3		4	2	1;7			6
-599.955078125	5;3		4	2;6	1;7			
-600.2486572265625	5;3		7	6;4	1;2			
-600.2486572265625	5;3		6;7	4	1;2			
-601.7792358398438	5;3		4	2;7	1;6			
-600.2486572265625	5;3		7	4	1;2			6
-601.052978515625	5;3		7	4	1;2;6			
-600.35400390625	5;3;7		4	2	1;6			
-600.18115234375	1;3	6	4	2	5;7			
-600.0726928710938	1;3	6	7	4	2;5			
-600.1282958984375	3;7	6	1	4	2;5			
-601.62451171875	3;7	5		1;4	2;6			
-600.2367553710938	3;7	6	4	2	1;5			
-602.1012573242188	3;6;7	5		4	1;2			
-601.6828002929688	3;7	5		4	1;2			6
-601.6829223632812	3;7	5		4;6	1;2			
-601.7679443359375	3;7	5		4	2;6		1	
-601.61865234375	3;7	5		4	2;6			1
-600.6657104492188	5;3;7		4;6	2	1			
-600.5379638671875	6;3		5;4	2	1;7			
-600.2974853515625	6;3		5;7	4	1;2			
-600.5435180664062	3;7	6	1;4	2	5			
-601.1052856445312	3;7		4;5;6	2	1			
-601.03369140625	3;6;7		4;5	2	1			
-600.6152954101562	3;7		4;5	2	1			6
-600.6176147460938	3;7		4;5	2;6	1			
-600.3748168945312	3;7		5;6	4	1;2			
-600.881103515625	3;5;6;7		4	2	1			
-601.8280029296875	5;6;3		4	2;7	1			
-600.35400390625	3;5;7		4	2	1			6
-600.685302734375	3;1;7	6	4	2	5			
-600.35400390625	5;3;7		4	2;6	1			
-601.7792358398438	5;3		4	2;7	1			6
-601.19482421875	3;6;7		4	2	1		5	
-600.4996948242188	3;6;7		4	2	1			5
-600.2372436523438	3;7	6	4	2	5			1
-600.697265625	3;7		4	2	1		5	6
-600.0812377929688	3;7		4	2	1			5;6
-602.0053100585938	1;3	6	4	2;7	5			
-600.2367553710938	3;7	6	4	1;2	5			
-600.4551391601562	3;7		4;6	2;5	1			
-600.5474243164062	3;6;7		4	2;5	1			
-600.0967407226562	3;7		4	2;5	1			6
-600.20654296875	3;7		4	2;5;6	1			
-600.697265625	3;7		4	2;6	1		5	
-601.8280029296875	6;3		4	2;7	1			5
-600.0812377929688	3;7		4	2;6	1			5
-600.6152954101562	3;7		5;4	2	1;6			
-600.793212890625	3;6;7		5	4	1;2			
-600.3748168945312	3;7		5	4	1;2			6
-600.3748779296875	3;7		5	4;6	1;2			
-601.1791381835938	3;7		5	4	1;2;6			
-601.1641845703125	3;7		4;6	2	1		5	
-600.3929443359375	3;7		4;6	2	1			5
-600.9257202148438	3;5;1;7	6		4	2			
-600.3886108398438	3;5;7	6		4	2			1
-602.019775390625	5;1;3	6		4;7	2			
-601.7906494140625	3;1;7	5		4	2			6
-600.4110717773438	5;3;7	6		1;4	2			
-601.855712890625	3;6;7	5		4	2		1	
-601.6867065429688	3;6;7	5		4	2			1
-600.0039672851562	6;3		4	2;5	1;7			
-600.326904296875	6;3		7	5;4	1;2			
-601.94921875	5;3	6		4;7	2			1
-601.855712890625	3;1;7	6		4	2		5	
-600.5639038085938	3;1;7	6		4	2			5
-601.369140625	3;7	5		4	2		1	6
-601.891845703125	3;7	5		4	2			1;6
-601.3551635742188	3;7	6		4	2		5	1
-600.1158447265625	3;7	6		4	2			1;5
-601.8026123046875	1;3;7	5		4;6	2			
-601.7153930664062	3;6;7	5		1;4	2			
-601.2742309570312	3;7	5		1;4	2			6
-601.3527221679688	3;7	5		1;4;6	2			
-600.61474609375	3;7	6		5;4	1;2			
-601.3719482421875	3;7	5		4;6	2		1	
-601.2684326171875	3;7	5		4;6	2			1
-600.4609985351562	3;7		6	5;4	1;2			
-600.6915283203125	3;1;7	6		4;5	2			
-600.2020263671875	3;7	6		4;5	2			1
-600.3150634765625	3;7	6		1;4;5	2			
-600.0967407226562	3;7		4	2;5	1;6			
-601.3574829101562	3;7	6		1;4	2		5	
-602.019775390625	1;3	6		4;7	2			5
-600.1153564453125	3;7	6		1;4	2			5
-600.00390625	6;3		4	2	1;5;7			
-600.3433837890625	6;3		7	4	1;2;5			
-601.451904296875	5;3;7			4	1;2;6			
-600.595458984375	3;7	6		4	1;2;5			
-600.3929443359375	3;7		4;6	2	1;5			
-600.4996948242188	3;6;7		4	2	1;5			
-601.8280029296875	6;3		4	2;7	1;5			
-600.0812377929688	3;7		4	2	1;5			6
-600.0812377929688	3;7		4	2;6	1;5			
-600.4207153320312	3;7		6	4	1;2;5			
-601.1807250976562	3;5;6;7			4	1;2			
-600.6475830078125	3;5;7			4	1;2			6
-600.5768432617188	3;1;7	6		4	2;5			
-600.6859741210938	5;3;7			4;6	1;2			
-601.4884033203125	3;6;7			4	1;2		5	
-600.793212890625	3;6;7			4	1;2			5
-600.1287841796875	3;7	6		4	2;5			1
-600.9908447265625	3;7			4	1;2		5	6
-600.3748168945312	3;7			4	1;2			5;6
-600.1289672851562	3;7	6		1;4	2;5			
-600.9336547851562	3;6;7			4;5	1;2			
-600.4609985351562	3;7			4;5	1;2			6
-600.6151733398438	3;7			4;5;6	1;2			
-601.27587890625	3;7			5;4	1;2;6			
-601.0098266601562	3;7			4;6	1;2		5	
-600.3748779296875	3;7			4;6	1;2			5
-600.0812377929688	3;7		4	2	1;5;6			
-600.8391723632812	3;6;7			4	1;2;5			
-600.4207153320312	3;7			4	1;2;5			6
-600.4437866210938	3;7			4;6	1;2;5			
-601.3477172851562	3;7			4	1;2;5;6			
-601.7985229492188	3;7			4	1;2;6		5	
-601.1791381835938	3;7			4	1;2;6			5
-600.6199340820312	6;3		4	2	1;7		5	
-600.9135131835938	6;3		7	4	1;2		5	
-601.7678833007812	3;7	6		4	1;2		5	
-600.9908447265625	3;7		6	4	1;2		5	
-600.697265625	3;7		4	2	1;6		5	
-600.00390625	6;3		4	2	1;7			5
-600.2974853515625	6;3		7	4	1;2			5
-600.528564453125	3;7	6		4	1;2			5
-600.3748168945312	3;7		6	4	1;2			5
-600.0812377929688	3;7		4	2	1;6			5
-600.0302124023438	5;6;3		4	2	7		1	
-599.9088134765625	5;6;3		7	4	2		1	
-600.2470703125	5;3;7		6	4	2		1	
-600.308349609375	5;3		6;4	2	7		1	
-601.8081665039062	5;3		6	4;7	2		1	
-599.9695434570312	5;3		4	2	6;7		1	
-599.9695434570312	5;3		4	2	7		1	6
-599.9695434570312	5;3		4	2;6	7		1	
-599.84814453125	5;3		7	6;4	2		1	
-599.84814453125	5;3		6;7	4	2		1	
-601.7936401367188	5;3		4	2;7	6		1	
-599.84814453125	5;3		7	4	2		1	6
-600.2468872070312	5;3		7	4	2;6		1	
-600.3684692382812	5;3;7		4	2	6		1	
-601.4205322265625	1;3	6	4	2	7		5	
-601.299072265625	1;3	6	7	4	2		5	
-601.3546752929688	3;7	6	1	4	2		5	
-601.47607421875	3;7	6	4	2	1		5	
-600.707275390625	5;3;7		4;6	2			1	
-600.564208984375	6;3		5;4	2	7		1	
-599.9088134765625	6;3		5;7	4	2		1	
-601.2120361328125	3;7		4;5;6	2			1	
-601.0855712890625	3;6;7		4;5	2			1	
-600.6297607421875	3;7		4;5	2			1	6
-600.632080078125	3;7		4;5	2;6			1	
-599.9743041992188	3;7		5;6	4	2		1	
-600.9334106445312	3;5;6;7		4	2			1	
-601.8543090820312	5;6;3		4	2;7			1	
-600.3684692382812	3;5;7		4	2			1	6
-600.3684692382812	5;3;7		4	2;6			1	
-601.7936401367188	5;3		4	2;7			1	6
-600.551513671875	3;6;7		4	2			1	5
-600.095703125	3;7		4	2			1	5;6
-600.4996337890625	3;7		4;6	2;5			1	
-600.5993041992188	3;6;7		4	2;5			1	
-600.1112060546875	3;7		4	2;5			1	6
-600.2210083007812	3;7		4	2;5;6			1	
-601.8543090820312	6;3		4	2;7			1	5
-600.095703125	3;7		4	2;6			1	5
-600.6296997070312	3;7		5;4	2	6		1	
-600.4301147460938	3;6;7		5	4	2		1	
-601.8688354492188	6;3		5	4;7	2		1	
-599.9743041992188	3;7		5	4	2		1	6
-599.974365234375	3;7		5	4;6	2		1	
-600.373046875	3;7		5	4	2;6		1	
-600.4345092773438	3;7		4;6	2			1	5
-600.0302734375	6;3		4	2;5	7		1	
-599.938232421875	6;3		7	5;4	2		1	
-600.0604858398438	3;7		6	5;4	2		1	
-600.1111450195312	3;7		4	2;5	6		1	
-600.0302124023438	6;3		4	2	5;7		1	
-599.9217529296875	6;3		7	4	2;5		1	
-600.6458129882812	5;3;7			4	2;6		1	
-600.4345092773438	3;7		4;6	2	5		1	
-600.551513671875	3;6;7		4	2	5		1	
-601.8543090820312	6;3		4	2;7	5		1	
-600.095703125	3;7		4	2	5		1	6
-600.095703125	3;7		4	2;6	5		1	
-599.9872436523438	3;7		6	4	2;5		1	
-600.818359375	3;5;6;7			4	2		1	
-601.8688354492188	5;6;3			4;7	2		1	
-600.2470703125	3;5;7			4	2		1	6
-600.2854614257812	5;3;7			4;6	2		1	
-601.8081665039062	5;3			4;7	2		1	6
-600.4301147460938	3;6;7			4	2		1	5
-599.9743041992188	3;7			4	2		1	5;6
-600.570556640625	3;6;7			4;5	2		1	
-600.0604858398438	3;7			4;5	2		1	6
-600.2147216796875	3;7			4;5;6	2		1	
-600.459228515625	3;7			5;4	2;6		1	
-601.8688354492188	6;3			4;7	2		1	5
-599.974365234375	3;7			4;6	2		1	5
-600.095703125	3;7		4	2	5;6		1	
-600.443115234375	3;6;7			4	2;5		1	
-599.9872436523438	3;7			4	2;5		1	6
-599.9930419921875	3;7			4;6	2;5		1	
-600.4627685546875	3;7			4	2;5;6		1	
-600.373046875	3;7			4	2;6		1	5
-600.0302124023438	6;3		4	2	7		1	5
-599.9088134765625	6;3		7	4	2		1	5
-599.9743041992188	3;7		6	4	2		1	5
-600.095703125	3;7		4	2	6		1	5
-600.00390625	5;6;3		4	2	7			1
-599.8825073242188	5;6;3		7	4	2			1
-600.2330932617188	5;3;7		6	4	2			1
-600.2667846679688	5;3		6;4	2	7			1
-601.793701171875	5;3		6	4;7	2			1
-599.955078125	5;3		4	2	6;7			1
-600.4244384765625	5;3		4	2	7			1;6
-599.955078125	5;3		4	2;6	7			1
-599.8336791992188	5;3		7	6;4	2			1
-599.8336791992188	5;3		6;7	4	2			1
-601.7792358398438	5;3		4	2;7	6			1
-600.3030395507812	5;3		7	4	2			1;6
-600.1839599609375	5;3		7	4	2;6			1
-600.3545532226562	5;3;7		4	2	6			1
-600.18115234375	1;3	6	4	2	7			5
-600.0597534179688	1;3	6	7	4	2			5
-600.1153564453125	3;7	6	1	4	2			5
-600.2367553710938	3;7	6	4	2	1			5
-600.6661987304688	5;3;7		4;6	2				1
-600.5379638671875	6;3		5;4	2	7			1
-599.8825073242188	6;3		5;7	4	2			1
-601.1057739257812	3;7		4;5;6	2				1
-601.0341796875	3;6;7		4;5	2				1
-601.2392578125	3;7		4;5	2				1;6
-600.6181640625	3;7		4;5	2;6				1
-599.9603271484375	3;7		5;6	4	2			1
-600.881591796875	3;5;6;7		4	2				1
-601.8280029296875	5;6;3		4	2;7				1
-600.97802734375	3;5;7		4	2				1;6
-600.3545532226562	5;3;7		4	2;6				1
-601.1953125	3;6;7		4	2			5	1
-600.5001220703125	3;6;7		4	2				1;5
-601.3212280273438	3;7		4	2			5	1;6
-600.7052001953125	3;7		4	2				1;5;6
-600.4556884765625	3;7		4;6	2;5				1
-600.5479125976562	3;6;7		4	2;5				1
-600.720703125	3;7		4	2;5				1;6
-600.2070922851562	3;7		4	2;5;6				1
-600.6978149414062	3;7		4	2;6			5	1
-601.8280029296875	6;3		4	2;7				1;5
-600.081787109375	3;7		4	2;6				1;5
-600.6157836914062	3;7		5;4	2	6			1
-600.3787231445312	3;6;7		5	4	2			1
-601.842529296875	6;3		5	4;7	2			1
-600.5838012695312	3;7		5	4	2			1;6
-599.96044921875	3;7		5	4;6	2			1
-600.3106079101562	3;7		5	4	2;6			1
-601.1647338867188	3;7		4;6	2			5	1
-600.3934326171875	3;7		4;6	2				1;5
-600.0039672851562	6;3		4	2;5	7			1
-599.9119262695312	6;3		7	5;4	2			1
-600.0465087890625	3;7		6	5;4	2			1
-600.0972290039062	3;7		4	2;5	6			1
-600.00390625	6;3		4	2	5;7			1
-599.8954467773438	6;3		7	4	2;5			1
-600.5833740234375	5;3;7			4	2;6			1
-600.3934326171875	3;7		4;6	2	5			1
-600.5001220703125	3;6;7		4	2	5			1
-601.8280029296875	6;3		4	2;7	5			1
-600.7052001953125	3;7		4	2	5			1;6
-600.081787109375	3;7		4	2;6	5			1
-599.9733276367188	3;7		6	4	2;5			1
-600.7662353515625	3;5;6;7			4	2			1
-601.842529296875	5;6;3			4;7	2			1
-600.8565673828125	3;5;7			4	2			1;6
-600.271484375	5;3;7			4;6	2			1
-601.0738525390625	3;6;7			4	2		5	1
-600.3787231445312	3;6;7			4	2			1;5
-601.1998291015625	3;7			4	2		5	1;6
-600.5838012695312	3;7			4	2			1;5;6
-600.5191650390625	3;6;7			4;5	2			1
-600.6699829101562	3;7			4;5	2			1;6
-600.2007446289062	3;7			4;5;6	2			1
-600.3967895507812	3;7			5;4	2;6			1
-600.5953979492188	3;7			4;6	2		5	1
-601.842529296875	6;3			4;7	2			1;5
-599.96044921875	3;7			4;6	2			1;5
-600.081787109375	3;7		4	2	5;6			1
-600.3916625976562	3;6;7			4	2;5			1
-600.5968017578125	3;7			4	2;5			1;6
-599.9791259765625	3;7			4;6	2;5			1
-600.4003295898438	3;7			4	2;5;6			1
-600.9266357421875	3;7			4	2;6		5	1
-600.3106079101562	3;7			4	2;6			1;5
-600.6199340820312	6;3		4	2	7		5	1
-600.49853515625	6;3		7	4	2		5	1
-600.5763549804688	3;7		6	4	2		5	1
-600.6978149414062	3;7		4	2	6		5	1
-600.00390625	6;3		4	2	7			1;5
-599.8825073242188	6;3		7	4	2			1;5
-599.9603271484375	3;7		6	4	2			1;5
-600.081787109375	3;7		4	2	6			1;5
