tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-567.6480102539062	-1	0	1	0	0	2	7	5	0.5666667222976685	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
1	-567.6480102539062	-1	0	1	0	0	2	0	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
2	-567.6480102539062	-1	0	1	7	0	2	0	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
3	-567.6480102539062	-1	0	1	7	7	2	3	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
4	-567.6480102539062	-1	0	1	7	0	2	5	5	0.5666667222976685	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	1.622538547962904e-09	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314047813415527	0.024793388321995735	0.009259259328246117	0.21621620655059814	0.019801979884505272	0.15238095819950104
5	-567.6480102539062	-1	0	1	0	7	2	5	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	1.622538547962904e-09	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314047813415527	0.024793388321995735	0.009259259328246117	0.21621620655059814	0.019801979884505272	0.15238095819950104
6	-567.6480102539062	-1	0	1	7	7	2	5	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	1.622538547962904e-09	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314047813415527	0.024793388321995735	0.009259259328246117	0.21621620655059814	0.019801979884505272	0.15238095819950104
7	-567.6480102539062	-1	0	1	0	7	2	3	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
8	-567.6480102539062	-1	0	1	0	0	2	5	5	0.5666667222976685	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	1.622538547962904e-09	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314047813415527	0.024793388321995735	0.009259259328246117	0.21621620655059814	0.019801979884505272	0.15238095819950104
9	-567.6480102539062	-1	0	1	7	7	2	0	5	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09685033559799194	9.999999974752427e-07	0.09685033559799194	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.019801979884505272	0.15238095819950104
