tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-633.0682983398438	-1	4	4	0	3	4	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
1	-633.0682983398438	-1	7	4	0	3	1	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
2	-633.0682983398438	-1	4	4	0	3	1	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
3	-633.0682983398438	-1	7	4	0	3	6	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
4	-633.0682983398438	-1	4	4	0	3	7	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
5	-633.0682983398438	-1	4	4	0	3	6	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
6	-633.0682983398438	-1	4	4	0	3	2	7	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
7	-633.0682983398438	-1	7	4	0	3	1	4	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
8	-633.0682983398438	-1	7	4	0	3	6	4	3	0.39448726177215576	0.04854368790984154	0.0260869562625885	0.39448726177215576	0.12037037312984467	0.00909090880304575	0.05982905998826027	0.21568627655506134	0.44117650389671326	0.04878048598766327	0.1388888955116272	0.3973957896232605	0.2985442876815796	0.020202020183205605	0.04065040498971939	0.09885150194168091
