tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-698.5833129882812	-1	0	1	4	2	3	5	0	0.4017094075679779	0.35164836049079895	0.2857142984867096	0.223463773727417	0.223463773727417	0.1473684161901474	0.1034482792019844	0.01834862306714058	0.28718438744544983	0.28718438744544983	0.28718438744544983	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	1.622538547962904e-09
1	-698.5833129882812	-1	0	1	4	2	3	5	2	0.4017094075679779	0.35164836049079895	0.2857142984867096	0.223463773727417	0.223463773727417	0.1473684161901474	0.1034482792019844	0.01834862306714058	0.2871844172477722	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	9.999999974752427e-07
2	-698.5833129882812	-1	0	1	4	2	3	5	1	0.4017093777656555	0.35164833068847656	0.2857142984867096	0.223463773727417	0.223463773727417	0.1473684161901474	0.1034482792019844	0.01834862306714058	0.2871844172477722	0.28718435764312744	0.28718435764312744	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	1.622538547962904e-09
3	-698.5833129882812	-1	0	1	4	2	3	5	3	0.4017094075679779	0.35164836049079895	0.2857142984867096	0.223463773727417	0.223463773727417	0.1473684161901474	0.1034482792019844	0.01834862306714058	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145450294017792	9.999999974752427e-07	-2.4010660126805305e-10
4	-698.5833129882812	-1	0	1	4	2	3	5	6	0.4017094075679779	0.35164836049079895	0.2857142686843872	0.22346378862857819	0.22346378862857819	0.1473684310913086	0.10344827175140381	0.01834862306714058	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	9.999999974752427e-07
5	-698.5833129882812	-1	0	1	4	2	3	5	5	0.4017094075679779	0.35164836049079895	0.2857142984867096	0.223463773727417	0.223463773727417	0.1473684161901474	0.1034482792019844	0.01834862306714058	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	9.999999974752427e-07
6	-698.626220703125	-1	0	1	4	2	3	5	4	0.4017093777656555	0.35164833068847656	0.2857142686843872	0.21467535197734833	0.23185913264751434	0.1473684161901474	0.1034482792019844	0.01718379184603691	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	9.999999974752427e-07	9.999999974752427e-07
7	-698.7073364257812	-1	0	1	4	2	3	3	5	0.4017094075679779	0.35164836049079895	0.2857142686843872	0.23214727640151978	0.23214727640151978	0.1360405832529068	0.09610669314861298	0.01834862306714058	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145450294017792	-2.4010660126805305e-10	9.999999974752427e-07
8	-698.7073364257812	-1	0	1	4	2	3	3	6	0.4017094075679779	0.35164836049079895	0.2857142686843872	0.23214727640151978	0.23214726150035858	0.1360405832529068	0.09610669314861298	0.01834862306714058	0.28718438744544983	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	-2.4010660126805305e-10	-2.4010660126805305e-10
9	-698.7073364257812	-1	0	1	4	2	3	3	2	0.4017094075679779	0.35164836049079895	0.2857142686843872	0.23214727640151978	0.23214727640151978	0.1360405832529068	0.09610669314861298	0.01834862306714058	0.2871844172477722	0.2871844172477722	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145450294017792	-2.4010660126805305e-10	9.999999974752427e-07
10	-698.7073364257812	-1	0	1	4	2	3	3	1	0.4017093777656555	0.35164833068847656	0.2857142686843872	0.23214727640151978	0.23214727640151978	0.1360405832529068	0.09610669314861298	0.01834862306714058	0.2871844172477722	0.28718435764312744	0.28718435764312744	0.14145448803901672	0.2181818187236786	0.14145450294017792	-2.4010660126805305e-10	1.622538547962904e-09
11	-698.7073364257812	-1	0	1	4	2	3	3	0	0.4017094075679779	0.35164836049079895	0.2857142686843872	0.23214727640151978	0.23214727640151978	0.1360405832529068	0.09610669314861298	0.01834862306714058	0.28718438744544983	0.28718438744544983	0.28718438744544983	0.14145448803901672	0.2181818187236786	0.14145450294017792	-2.4010660126805305e-10	1.622538547962904e-09
12	-698.7147216796875	-1	0	1	4	2	3	1	0	0.4017094075679779	0.36939737200737	0.27158862352371216	0.223463773727417	0.223463773727417	0.1473684161901474	0.09780874103307724	0.01834862306714058	0.28718438744544983	0.28718438744544983	0.2871844172477722	0.14145448803901672	0.2181818187236786	0.14145448803901672	1.622538547962904e-09	1.622538547962904e-09
13	-698.7147216796875	-1	0	1	4	2	3	1	5	0.4017094075679779	0.36939737200737	0.27158862352371216	0.223463773727417	0.223463773727417	0.1473684161901474	0.09780874103307724	0.01834862306714058	0.2871844172477722	0.28718435764312744	0.28718435764312744	0.14145448803901672	0.2181818187236786	0.14145448803901672	1.622538547962904e-09	9.999999974752427e-07
14	-698.7147216796875	-1	0	1	4	2	3	1	3	0.4017094075679779	0.36939737200737	0.27158862352371216	0.223463773727417	0.223463773727417	0.1473684161901474	0.09780874103307724	0.01834862306714058	0.2871844172477722	0.28718435764312744	0.28718435764312744	0.14145448803901672	0.2181818187236786	0.14145450294017792	1.622538547962904e-09	-2.4010660126805305e-10
