tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-554.3605346679688	-1	4	1	0	0	3	1	1	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999999329447746	0.01075268816202879	0.04716981202363968
1	-554.3605346679688	-1	4	1	0	0	3	5	4	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999997466802597	0.01075268816202879	0.04716981202363968
2	-554.3605346679688	-1	4	1	1	0	3	5	2	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999997466802597	0.01075268816202879	0.04716981202363968
3	-554.3605346679688	-1	4	1	1	0	3	5	4	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999997466802597	0.01075268816202879	0.04716981202363968
4	-554.3605346679688	-1	4	1	0	0	1	3	4	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999999329447746	0.01075268816202879	0.04716981202363968
5	-554.3605346679688	-1	4	1	0	0	3	1	2	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999999329447746	0.01075268816202879	0.04716981202363968
6	-554.3605346679688	-1	4	1	0	0	3	1	4	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999999329447746	0.01075268816202879	0.04716981202363968
7	-554.3605346679688	-1	4	0	1	0	3	0	4	0.4433962106704712	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.3146067261695862	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853212594985962	0.029999999329447746	0.01075268816202879	0.04716981202363968
8	-554.3605346679688	-1	4	1	1	0	0	5	2	0.4433962404727936	0.23423422873020172	0.010309278033673763	0.1595744639635086	0.23762376606464386	0.1304347813129425	0.11999999731779099	9.999999974752427e-07	0.31460675597190857	0.1683168262243271	0.04716981202363968	0.035087719559669495	0.23853211104869843	0.029999997466802597	0.01075268816202879	0.04716981202363968
