tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7

0	-553.4601440429688	-1	6	4	2	0	0	4	4	0.47067737579345703	0.05688156932592392	0.15238095819950104	0.1489361673593521	0.30107980966567993	0.16959761083126068	0.05688156932592392	0.04395604506134987	0.32737481594085693	0.05882352963089943	0.14723682403564453	0.012195121496915817	0.32737481594085693	1.622538547962904e-09	0.1801379919052124	1.622538547962904e-09
1	-553.4601440429688	-1	6	4	2	0	0	4	5	0.47067737579345703	0.05688156932592392	0.15238095819950104	0.1489361673593521	0.30107980966567993	0.16959761083126068	0.05688156932592392	0.04395604506134987	0.32737475633621216	0.05882352963089943	0.14723682403564453	0.012195121496915817	0.32737481594085693	1.622538547962904e-09	0.1801379919052124	1.622538547962904e-09
2	-553.4601440429688	-1	6	4	2	0	0	4	3	0.47067737579345703	0.05688156932592392	0.15238095819950104	0.1489361673593521	0.30107980966567993	0.16959761083126068	0.05688156932592392	0.04395604506134987	0.32737481594085693	0.05882352963089943	0.14723683893680573	0.012195121496915817	0.32737481594085693	1.622538547962904e-09	0.1801379919052124	9.999999974752427e-07
3	-553.4601440429688	-1	6	4	2	0	0	4	1	0.47067737579345703	0.05688156932592392	0.15238095819950104	0.1489361673593521	0.30107980966567993	0.16959761083126068	0.05688156932592392	0.04395604506134987	0.32737481594085693	0.05882352963089943	0.14723683893680573	0.012195121496915817	0.32737481594085693	1.622538547962904e-09	0.1801379919052124	9.999999974752427e-07
4	-554.2990112304688	-1	2	4	5	0	0	4	2	0.4706774353981018	0.05882352963089943	0.15238095819950104	0.1489361673593521	0.3010798394680023	0.16959761083126068	0.055045872926712036	0.04395604506134987	0.33031970262527466	0.05882352963089943	0.1463887244462967	0.00477994978427887	0.32553979754447937	0.00477994978427887	0.17915105819702148	9.999999974752427e-07
5	-554.2990112304688	-1	2	4	5	0	0	4	1	0.4706774353981018	0.05882352963089943	0.15238095819950104	0.1489361673593521	0.3010798394680023	0.16959761083126068	0.055045872926712036	0.04395604506134987	0.33031970262527466	0.05882352963089943	0.1463887244462967	0.00477994978427887	0.32553979754447937	0.00477994978427887	0.17915105819702148	9.999999974752427e-07
6	-554.2990112304688	-1	2	4	5	0	0	4	3	0.4706774353981018	0.05882352963089943	0.15238095819950104	0.1489361673593521	0.3010798394680023	0.16959761083126068	0.055045872926712036	0.04395604506134987	0.33031970262527466	0.05882352963089943	0.1463887244462967	0.00477994978427887	0.32553979754447937	0.00477994978427887	0.17915105819702148	9.999999974752427e-07
7	-554.2990112304688	-1	2	4	5	0	0	4	6	0.4706774353981018	0.05882352963089943	0.15238095819950104	0.1489361673593521	0.3010798394680023	0.16959761083126068	0.055045872926712036	0.04395604506134987	0.33031970262527466	0.05882352963089943	0.1463887244462967	0.00477994978427887	0.32553979754447937	0.00477994978427887	0.17915105819702148	9.999999974752427e-07
8	-554.2990112304688	-1	2	4	5	0	0	4	4	0.4706774353981018	0.05882352963089943	0.15238095819950104	0.1489361673593521	0.3010798394680023	0.16959761083126068	0.055045872926712036	0.04395604506134987	0.33031976222991943	0.05882352963089943	0.14638875424861908	0.00477994978427887	0.32553979754447937	0.004779934883117676	0.17915108799934387	1.622538547962904e-09
9	-553.5714721679688	-1	6	4	2	0	3	4	1	0.46464645862579346	0.05688156932592392	0.1584770232439041	0.1584770381450653	0.3068181872367859	0.1584770381450653	0.05688156932592392	0.04395604506134987	0.32737481594085693	0.05882352963089943	0.14723682403564453	0.012195121496915817	0.32737481594085693	9.999999974752427e-07	0.1801379770040512	9.999999974752427e-07
