0.232323	0.036036	0.000000	0.017699	0.010309	0.009259	0.010101	0.041237	0.010870	0.009259	0.011236	0.021053	0.013158	0.000000	0.010526	0.269663	0.000000	0.009615	0.000000	0.000000	0.008475	0.063158	0.015504	0.000000	0.027273	0.000000	0.152174	0.028846	0.211111	0.009259	0.000000	0.018018	0.063830	0.000000	0.071429	0.019048	0.000000	0.010000	0.029126	0.000000	0.188119	0.019608	0.000000	0.022989	0.048544	0.017857	0.000000	0.008929	0.000000	0.000000
0.366337	0.061856	0.000000	0.000000	0.022222	0.012195	0.010417	0.010417	0.020202	0.009709	0.019802	0.029703	0.039604	0.008929	0.000000	0.356436	0.000000	0.020408	0.000000	0.040404	0.010309	0.070707	0.030303	0.040404	0.010989	0.000000	0.101010	0.000000	0.393617	0.028302	0.010638	0.041237	0.052632	0.000000	0.160920	0.018018	0.000000	0.010309	0.021277	0.000000	0.196262	0.046296	0.007752	0.008772	0.020202	0.000000	0.008850	0.000000	0.048544	0.000000
0.358696	0.019608	0.000000	0.000000	0.041237	0.017391	0.048193	0.037037	0.000000	0.010870	0.034483	0.000000	0.000000	0.020408	0.020202	0.311828	0.000000	0.000000	0.016529	0.000000	0.000000	0.126316	0.061856	0.033898	0.000000	0.010526	0.063492	0.009524	0.329545	0.011628	0.000000	0.017241	0.045872	0.046729	0.118812	0.019231	0.009804	0.000000	0.019608	0.000000	0.285714	0.030612	0.018519	0.000000	0.019048	0.000000	0.000000	0.010000	0.020833	0.000000
0.398148	0.045455	0.000000	0.000000	0.093458	0.000000	0.000000	0.000000	0.010638	0.000000	0.000000	0.017544	0.000000	0.000000	0.000000	0.343137	0.000000	0.036036	0.020833	0.037383	0.034483	0.043011	0.061224	0.000000	0.000000	0.000000	0.042735	0.000000	0.421569	0.019802	0.020408	0.055556	0.011364	0.000000	0.048544	0.057692	0.019231	0.031579	0.000000	0.017094	0.221154	0.022989	0.000000	0.000000	0.010417	0.040000	0.000000	0.000000	0.000000	0.009804
0.336538	0.078431	0.018182	0.010309	0.040816	0.041667	0.010638	0.023256	0.012048	0.027523	0.081633	0.009804	0.022472	0.000000	0.009709	0.390476	0.000000	0.000000	0.008696	0.009009	0.000000	0.111111	0.000000	0.000000	0.011236	0.010417	0.050000	0.000000	0.362637	0.036585	0.000000	0.057143	0.060000	0.030303	0.131868	0.053571	0.000000	0.000000	0.063636	0.000000	0.136364	0.069307	0.010417	0.010204	0.000000	0.034783	0.000000	0.018692	0.009901	0.000000
0.343750	0.122449	0.000000	0.041667	0.108911	0.036364	0.011628	0.059524	0.000000	0.000000	0.023256	0.016529	0.028846	0.021277	0.000000	0.404040	0.000000	0.020619	0.019608	0.000000	0.010870	0.170213	0.020619	0.067416	0.009709	0.026786	0.080808	0.020619	0.375000	0.047170	0.009615	0.000000	0.141509	0.000000	0.125000	0.060870	0.009709	0.038462	0.000000	0.030303	0.326531	0.009804	0.000000	0.009009	0.049505	0.048780	0.010753	0.000000	0.000000	0.042553
0.393939	0.057143	0.000000	0.021978	0.040000	0.023810	0.071429	0.048544	0.011628	0.009434	0.037500	0.030000	0.010638	0.000000	0.010753	0.311828	0.009709	0.016000	0.018868	0.010526	0.000000	0.054945	0.007937	0.028037	0.000000	0.000000	0.084746	0.028037	0.408602	0.038462	0.000000	0.021505	0.049505	0.000000	0.064815	0.067961	0.000000	0.000000	0.020619	0.000000	0.204545	0.038835	0.009259	0.000000	0.010870	0.026786	0.000000	0.016667	0.000000	0.000000
0.480392	0.022727	0.071429	0.000000	0.010101	0.075269	0.030303	0.058252	0.060000	0.009804	0.057143	0.046296	0.010870	0.010000	0.008621	0.373737	0.000000	0.010638	0.000000	0.028302	0.000000	0.148148	0.000000	0.039370	0.000000	0.017391	0.096154	0.022989	0.481132	0.040404	0.000000	0.039216	0.088235	0.023810	0.122449	0.033333	0.000000	0.028571	0.021978	0.000000	0.281250	0.084211	0.019608	0.019417	0.000000	0.044444	0.000000	0.032967	0.020408	0.039604
0.325843	0.031250	0.000000	0.000000	0.094340	0.034483	0.035088	0.028302	0.039604	0.000000	0.021277	0.010989	0.022222	0.000000	0.000000	0.397590	0.000000	0.009091	0.021277	0.027778	0.000000	0.101010	0.011628	0.010526	0.015267	0.026316	0.148515	0.010638	0.383178	0.037037	0.031579	0.081395	0.108108	0.000000	0.191011	0.072165	0.000000	0.022222	0.000000	0.000000	0.347368	0.030303	0.000000	0.000000	0.022989	0.010000	0.008130	0.000000	0.000000	0.000000
0.360825	0.093750	0.000000	0.011364	0.076190	0.010417	0.009174	0.048544	0.029126	0.000000	0.033708	0.000000	0.010526	0.019231	0.000000	0.259615	0.000000	0.000000	0.000000	0.020408	0.011628	0.065934	0.020202	0.000000	0.000000	0.000000	0.026549	0.025000	0.333333	0.009804	0.000000	0.073684	0.022989	0.000000	0.070796	0.055046	0.000000	0.008065	0.009615	0.009709	0.145455	0.018692	0.018182	0.000000	0.019608	0.008696	0.000000	0.000000	0.010638	0.009346
