llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-632.8265380859375	3	7	4	-1	0	2	1	0
-632.8265380859375	3	4	4	-1	0	2	1	0
-632.8336181640625	3	7	4	-1	0	0	1	0
-632.8336181640625	3	4	4	-1	0	0	1	0
-632.7968139648438	3	6	4	-1	0	1	7	0
-632.75830078125	3	7	4	-1	0	1	7	0
-632.8265380859375	3	7	4	-1	0	6	1	0
-632.8265380859375	3	7	4	-1	0	7	1	0
-632.75830078125	3	4	4	-1	0	1	7	0
-632.8075561523438	3	4	4	-1	0	1	4	0
-632.7968139648438	3	6	4	-1	0	1	4	0
-632.75830078125	3	7	4	-1	0	1	4	0
-632.75830078125	3	4	4	-1	0	2	7	0
-632.8075561523438	3	4	4	-1	0	2	4	0
-632.8265380859375	3	7	4	-1	0	4	1	0
-632.8265380859375	3	4	4	-1	0	4	1	0
-632.8265380859375	3	4	4	-1	0	6	1	0
-632.8265380859375	3	4	4	-1	0	7	1	0
-632.7654418945312	3	4	4	-1	0	0	7	0
-632.8146362304688	3	4	4	-1	0	0	4	0
-632.75830078125	3	4	4	-1	0	6	7	0
-632.75830078125	3	4	4	-1	0	7	7	0
-632.75830078125	3	4	4	-1	0	4	7	0
-632.8075561523438	3	4	4	-1	0	6	4	0
-632.8075561523438	3	4	4	-1	0	7	4	0
-632.7968139648438	3	6	4	-1	0	2	7	0
-632.7968139648438	3	6	4	-1	0	2	4	0
-632.8038940429688	3	6	4	-1	0	0	7	0
-632.8038940429688	3	6	4	-1	0	0	4	0
-632.7968139648438	3	6	4	-1	0	7	7	0
-632.7968139648438	3	6	4	-1	0	4	7	0
-632.7968139648438	3	6	4	-1	0	4	4	0
-632.7968139648438	3	6	4	-1	0	7	4	0
-632.75830078125	3	7	4	-1	0	2	7	0
-632.75830078125	3	7	4	-1	0	2	4	0
-632.7654418945312	3	7	4	-1	0	0	7	0
-632.7654418945312	3	7	4	-1	0	0	4	0
-632.75830078125	3	7	4	-1	0	6	7	0
-632.7766723632812	3	7	4	-1	0	7	7	0
-632.75830078125	3	7	4	-1	0	4	7	0
-632.75830078125	3	7	4	-1	0	4	4	0
-632.75830078125	3	7	4	-1	0	6	4	0
-632.75830078125	3	7	4	-1	0	7	4	0
