llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-492.5345764160156	-1	3	1	0	2	0	0	4
-492.56353759765625	-1	2	3	0	1	0	0	4
-492.5345764160156	-1	3	1	0	2	0	1	4
-492.5345764160156	-1	3	1	0	2	0	2	4
-492.56353759765625	-1	2	3	0	3	0	1	4
-492.5345764160156	-1	3	1	0	2	0	4	4
-492.5345764160156	-1	3	1	0	2	0	7	4
-492.5345764160156	-1	3	3	0	2	0	1	4
-492.56353759765625	-1	2	3	0	1	0	1	4
-492.5345764160156	-1	3	1	0	3	0	2	4
-492.56353759765625	-1	2	3	0	1	0	4	4
-492.56353759765625	-1	2	3	0	1	0	7	4
-492.56353759765625	-1	2	3	0	1	0	2	4
-492.5345764160156	-1	3	3	0	1	0	2	4
-492.5345764160156	-1	3	1	0	2	0	3	4
-492.56353759765625	-1	2	3	0	1	0	3	4
-492.56243896484375	-1	2	3	0	1	0	4	3
-492.5334777832031	-1	3	3	0	1	0	4	2
-492.5334777832031	-1	3	1	0	2	0	4	3
-492.5334777832031	-1	3	3	0	2	0	4	1
-492.5334777832031	-1	3	1	0	3	0	4	2
-492.56243896484375	-1	2	3	0	3	0	4	1
-492.6021423339844	-1	2	3	0	1	0	4	0
-492.57318115234375	-1	3	1	0	2	0	4	0
-492.6021423339844	-1	2	3	0	1	0	1	0
-492.56243896484375	-1	2	3	0	1	0	1	3
-492.5334777832031	-1	3	3	0	1	0	1	2
-492.5345764160156	-1	3	1	0	3	0	1	4
-492.56353759765625	-1	2	3	0	1	1	0	4
-492.583251953125	-1	3	3	0	1	0	2	1
-492.57061767578125	-1	2	3	0	1	1	1	0
-492.57061767578125	-1	2	3	0	1	1	2	0
-492.57061767578125	-1	2	3	0	1	1	0	0
-492.56243896484375	-1	2	3	0	1	1	0	3
-492.57061767578125	-1	2	3	0	1	1	7	0
-492.57061767578125	-1	2	3	0	1	1	3	0
-492.5334777832031	-1	3	3	0	1	1	0	2
-492.5416564941406	-1	3	3	0	1	1	2	0
-492.6021423339844	-1	2	3	0	1	0	2	0
-492.56243896484375	-1	2	3	0	1	0	2	3
-492.6021423339844	-1	2	3	0	1	0	0	0
-492.56243896484375	-1	2	3	0	1	0	0	3
-492.6021423339844	-1	2	3	0	1	0	7	0
-492.6021423339844	-1	2	3	0	1	0	3	0
-492.583251953125	-1	3	3	0	1	2	0	1
-492.56243896484375	-1	2	3	0	1	0	3	3
-492.56353759765625	-1	2	3	0	3	1	0	4
-492.56243896484375	-1	2	3	0	1	0	7	3
-492.6021423339844	-1	2	3	0	1	0	5	0
-492.5979919433594	-1	2	3	0	1	7	0	0
-492.5979919433594	-1	2	3	0	1	7	5	0
-492.5979919433594	-1	2	3	0	1	7	7	0
-492.5416564941406	-1	3	3	0	1	2	1	0
-492.57061767578125	-1	2	3	0	1	3	2	0
-492.57061767578125	-1	2	3	0	1	3	0	0
-492.56243896484375	-1	2	3	0	1	3	0	3
-492.57061767578125	-1	2	3	0	1	3	7	0
-492.57061767578125	-1	2	3	0	1	3	3	0
-492.57061767578125	-1	2	3	0	3	1	4	0
-492.56243896484375	-1	2	3	0	1	0	5	3
-492.57061767578125	-1	2	3	0	1	3	5	0
-492.5898132324219	-1	2	3	0	1	7	0	3
-492.5979919433594	-1	2	3	0	1	7	3	0
-492.5979919433594	-1	2	3	0	1	7	2	0
-492.5334777832031	-1	3	3	0	1	0	0	2
-492.5345764160156	-1	3	1	0	3	0	0	4
-492.57318115234375	-1	3	1	0	3	0	1	0
-492.57318115234375	-1	3	3	0	1	0	2	0
-492.5334777832031	-1	3	1	0	3	0	1	3
-492.5334777832031	-1	3	3	0	1	0	2	2
-492.5948486328125	-1	3	3	0	1	0	2	3
-492.5345764160156	-1	3	3	0	2	1	0	4
-492.5334777832031	-1	3	3	0	1	0	7	2
-492.5334777832031	-1	3	3	0	1	0	3	2
-492.5345764160156	-1	3	1	0	3	0	3	4
-492.5334777832031	-1	3	1	0	3	0	4	3
-492.5345764160156	-1	3	1	0	3	0	4	4
-492.5345764160156	-1	3	1	0	3	0	7	4
-492.57318115234375	-1	3	1	0	3	0	4	0
-492.57061767578125	-1	2	3	0	1	3	1	0
-492.5334777832031	-1	3	3	0	1	2	0	2
-492.5416564941406	-1	3	3	0	1	2	2	0
-492.5416564941406	-1	3	3	0	1	2	0	0
-492.5948486328125	-1	3	3	0	1	2	0	3
-492.5416564941406	-1	3	3	0	1	2	7	0
-492.5416564941406	-1	3	3	0	1	2	3	0
-492.57318115234375	-1	3	1	0	3	0	0	0
-492.5334777832031	-1	3	1	0	3	0	0	3
-492.57318115234375	-1	3	1	0	3	0	7	0
-492.57318115234375	-1	3	1	0	3	0	3	0
-492.6355895996094	-1	3	3	0	1	3	0	2
-492.5334777832031	-1	3	1	0	3	0	3	3
-492.5345764160156	-1	3	1	0	3	3	0	4
-492.5334777832031	-1	3	1	0	3	0	7	3
-492.57318115234375	-1	3	1	0	3	0	5	0
-492.56903076171875	-1	3	1	0	3	7	0	0
-492.56903076171875	-1	3	1	0	3	7	5	0
-492.56903076171875	-1	3	1	0	3	7	7	0
-492.5416564941406	-1	3	1	0	3	3	1	0
-492.5416564941406	-1	3	1	0	3	3	0	0
-492.58111572265625	-1	3	1	0	3	3	0	3
-492.5416564941406	-1	3	1	0	3	3	7	0
-492.5416564941406	-1	3	1	0	3	3	3	0
-492.5416564941406	-1	3	1	0	3	3	4	0
-492.5334777832031	-1	3	1	0	3	0	5	3
-492.5416564941406	-1	3	1	0	3	3	5	0
-492.56085205078125	-1	3	1	0	3	7	0	3
-492.56903076171875	-1	3	1	0	3	7	3	0
-492.5416564941406	-1	3	3	0	2	1	4	0
