llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-513.8253173828125	-1	0	0	4	2	2	0	0
-513.8153686523438	-1	0	0	4	2	2	0	2
-513.861083984375	-1	0	0	4	2	2	2	0
-513.8756713867188	-1	0	0	4	2	0	5	2
-513.8153686523438	-1	0	0	4	2	2	5	0
-513.8618774414062	-1	2	0	0	0	2	2	2
-513.8618774414062	-1	2	0	0	0	2	5	2
-513.7977905273438	-1	2	0	0	2	2	0	4
-513.8628540039062	-1	2	0	0	0	2	4	4
-513.8588256835938	-1	2	0	0	2	2	0	0
-513.7977905273438	-1	2	0	0	2	2	0	2
-513.8618774414062	-1	2	0	0	0	2	2	4
-513.8366088867188	-1	2	0	0	2	2	2	0
-513.8758544921875	-1	2	0	0	2	2	2	2
-513.8366088867188	-1	2	0	0	2	2	2	4
-513.8107299804688	-1	2	0	2	0	2	3	2
-513.7977905273438	-1	2	0	0	2	2	4	2
-513.7977905273438	-1	2	0	0	2	2	4	4
-513.7977905273438	-1	2	0	0	2	2	5	2
-513.8618774414062	-1	2	0	0	0	2	3	2
-513.8646850585938	-1	2	0	2	2	0	3	4
-513.8756713867188	-1	2	0	4	2	0	3	2
-513.8618774414062	-1	2	0	0	0	2	4	2
-513.7977905273438	-1	2	0	0	2	2	4	0
-513.7977905273438	-1	2	0	0	2	2	5	0
-513.7977905273438	-1	2	0	0	2	2	5	4
-513.8756713867188	-1	2	0	4	2	0	3	0
-513.8618774414062	-1	2	0	0	0	2	5	4
-513.8107299804688	-1	2	0	2	0	2	0	2
-513.8604736328125	-1	2	0	2	0	2	2	2
-513.8646850585938	-1	2	0	2	2	0	2	4
-513.8748168945312	-1	2	0	2	2	0	3	2
-513.8748168945312	-1	2	0	2	2	0	4	2
-513.8646850585938	-1	2	0	2	2	0	4	4
-513.8107299804688	-1	2	0	2	0	2	5	2
-513.8618774414062	-1	2	0	0	0	2	3	4
-513.8646850585938	-1	2	0	2	2	0	3	0
-513.8646850585938	-1	2	0	2	2	0	4	0
-513.8107299804688	-1	2	0	2	0	2	0	4
-513.8646850585938	-1	2	0	2	2	0	2	0
-513.7977905273438	-1	2	0	0	2	2	3	0
-513.8107299804688	-1	2	0	2	0	2	4	4
-513.8646850585938	-1	2	0	2	2	0	5	0
-513.8604736328125	-1	2	0	2	0	2	2	4
-513.7977905273438	-1	2	0	0	2	2	3	2
-513.8153686523438	-1	2	0	4	2	2	3	2
-513.8107299804688	-1	2	0	2	0	2	4	2
-513.8748168945312	-1	2	0	2	2	0	5	2
-513.7977905273438	-1	2	0	0	2	2	3	4
-513.8107299804688	-1	2	0	2	0	2	3	4
-513.7965698242188	-1	2	0	4	0	2	3	2
-513.8153686523438	-1	2	0	4	2	2	3	0
-513.9003295898438	-1	2	0	4	2	2	2	2
-513.8153686523438	-1	2	0	4	2	2	5	2
-513.8646850585938	-1	2	0	2	2	0	5	4
-513.8107299804688	-1	2	0	2	0	2	5	4
-513.861083984375	-1	3	0	4	2	2	2	2
-513.8153686523438	-1	3	0	4	2	2	5	2
-513.7965698242188	-1	2	0	4	0	2	0	2
-513.7965698242188	-1	2	0	4	0	2	2	2
-513.7965698242188	-1	2	0	4	0	2	5	2
-513.8756713867188	-1	2	0	4	2	0	2	0
-513.8756713867188	-1	2	0	4	2	0	2	2
-513.8756713867188	-1	2	0	4	2	0	5	0
-513.8153686523438	-1	2	0	4	2	2	0	0
-513.8153686523438	-1	2	0	4	2	2	0	2
-513.861083984375	-1	2	0	4	2	2	2	0
-513.8153686523438	-1	4	0	4	2	2	3	2
-513.8756713867188	-1	2	0	4	2	0	5	2
-513.8153686523438	-1	2	0	4	2	2	5	0
-513.861083984375	-1	4	0	4	2	2	2	2
-513.8153686523438	-1	4	0	4	2	2	5	2
-513.8153686523438	-1	7	0	4	2	2	3	2
-513.861083984375	-1	7	0	4	2	2	2	2
-513.8153686523438	-1	7	0	4	2	2	5	2
-513.8618774414062	-1	3	0	0	0	2	2	2
-513.8618774414062	-1	3	0	0	0	2	5	2
-513.7977905273438	-1	3	0	0	2	2	0	4
-513.8628540039062	-1	3	0	0	0	2	4	4
-513.8588256835938	-1	3	0	0	2	2	0	0
-513.7977905273438	-1	3	0	0	2	2	0	2
-513.8618774414062	-1	3	0	0	0	2	2	4
-513.8366088867188	-1	3	0	0	2	2	2	0
-513.8366088867188	-1	3	0	0	2	2	2	2
-513.8366088867188	-1	3	0	0	2	2	2	4
-513.7977905273438	-1	3	0	0	2	2	4	2
-513.7977905273438	-1	3	0	0	2	2	4	4
-513.7977905273438	-1	3	0	0	2	2	5	2
-513.8618774414062	-1	3	0	0	0	2	4	2
-513.7977905273438	-1	3	0	0	2	2	4	0
-513.7977905273438	-1	3	0	0	2	2	5	0
-513.7977905273438	-1	3	0	0	2	2	5	4
-513.8618774414062	-1	3	0	0	0	2	5	4
-513.8107299804688	-1	3	0	2	0	2	0	2
-513.8604736328125	-1	3	0	2	0	2	2	2
-513.8646850585938	-1	3	0	2	2	0	2	4
-513.8646850585938	-1	3	0	2	2	0	4	2
-513.8646850585938	-1	3	0	2	2	0	4	4
-513.8107299804688	-1	3	0	2	0	2	5	2
-513.8646850585938	-1	3	0	2	2	0	4	0
-513.8107299804688	-1	3	0	2	0	2	0	4
-513.8646850585938	-1	3	0	2	2	0	2	0
-513.8646850585938	-1	3	0	2	2	0	2	2
-513.8107299804688	-1	3	0	2	0	2	4	4
-513.8646850585938	-1	3	0	2	2	0	5	0
-513.8604736328125	-1	3	0	2	0	2	2	4
-513.8107299804688	-1	3	0	2	0	2	4	2
-513.8646850585938	-1	3	0	2	2	0	5	2
-513.8646850585938	-1	3	0	2	2	0	5	4
-513.8107299804688	-1	3	0	2	0	2	5	4
-513.7965698242188	-1	3	0	4	0	2	0	2
-513.7965698242188	-1	3	0	4	0	2	2	2
-513.7965698242188	-1	3	0	4	0	2	5	2
-513.8756713867188	-1	3	0	4	2	0	2	0
-513.8756713867188	-1	3	0	4	2	0	2	2
-513.8756713867188	-1	3	0	4	2	0	5	0
-513.8153686523438	-1	3	0	4	2	2	0	0
-513.8153686523438	-1	3	0	4	2	2	0	2
-513.861083984375	-1	3	0	4	2	2	2	0
-513.8756713867188	-1	3	0	4	2	0	5	2
-513.8153686523438	-1	3	0	4	2	2	5	0
-513.8618774414062	-1	4	0	0	0	2	2	2
-513.8618774414062	-1	4	0	0	0	2	5	2
-513.8284301757812	-1	4	0	0	2	2	0	4
-513.8588256835938	-1	4	0	0	2	2	0	0
-513.7977905273438	-1	4	0	0	2	2	0	2
-513.8366088867188	-1	4	0	0	2	2	2	0
-513.8366088867188	-1	4	0	0	2	2	2	2
-513.8672485351562	-1	4	0	0	2	2	2	4
-513.8107299804688	-1	4	0	2	0	2	3	2
-513.7977905273438	-1	4	0	0	2	2	4	2
-513.7977905273438	-1	4	0	0	2	2	5	2
-513.8618774414062	-1	4	0	0	0	2	3	2
-513.895263671875	-1	4	0	2	2	0	3	4
-513.8756713867188	-1	4	0	4	2	0	3	2
-513.8618774414062	-1	4	0	0	0	2	4	2
-513.7977905273438	-1	4	0	0	2	2	4	0
-513.7977905273438	-1	4	0	0	2	2	5	0
-513.8284301757812	-1	4	0	0	2	2	5	4
-513.8756713867188	-1	4	0	4	2	0	3	0
-513.8107299804688	-1	4	0	2	0	2	0	2
-513.8604736328125	-1	4	0	2	0	2	2	2
-513.895263671875	-1	4	0	2	2	0	2	4
-513.8646850585938	-1	4	0	2	2	0	3	2
-513.8646850585938	-1	4	0	2	2	0	4	2
-513.8107299804688	-1	4	0	2	0	2	5	2
-513.8646850585938	-1	4	0	2	2	0	3	0
-513.8646850585938	-1	4	0	2	2	0	4	0
-513.8436279296875	-1	4	0	2	0	2	0	4
-513.8646850585938	-1	4	0	2	2	0	2	0
-513.8646850585938	-1	4	0	2	2	0	2	2
-513.7977905273438	-1	4	0	0	2	2	3	0
-513.8646850585938	-1	4	0	2	2	0	5	0
-513.89111328125	-1	4	0	2	0	2	2	4
-513.7977905273438	-1	4	0	0	2	2	3	2
-513.8107299804688	-1	4	0	2	0	2	4	2
-513.8646850585938	-1	4	0	2	2	0	5	2
-513.8284301757812	-1	4	0	0	2	2	3	4
-513.8413696289062	-1	4	0	2	0	2	3	4
-513.7965698242188	-1	4	0	4	0	2	3	2
-513.8153686523438	-1	4	0	4	2	2	3	0
-513.895263671875	-1	4	0	2	2	0	5	4
-513.8413696289062	-1	4	0	2	0	2	5	4
-513.7965698242188	-1	4	0	4	0	2	0	2
-513.7965698242188	-1	4	0	4	0	2	2	2
-513.7965698242188	-1	4	0	4	0	2	5	2
-513.8756713867188	-1	4	0	4	2	0	2	0
-513.8756713867188	-1	4	0	4	2	0	2	2
-513.8756713867188	-1	4	0	4	2	0	5	0
-513.8153686523438	-1	4	0	4	2	2	0	0
-513.8153686523438	-1	4	0	4	2	2	0	2
-513.861083984375	-1	4	0	4	2	2	2	0
-513.8756713867188	-1	4	0	4	2	0	5	2
-513.8153686523438	-1	4	0	4	2	2	5	0
-513.8618774414062	-1	7	0	0	0	2	2	2
-513.8618774414062	-1	7	0	0	0	2	5	2
-513.7977905273438	-1	7	0	0	2	2	0	4
-513.8628540039062	-1	7	0	0	0	2	4	4
-513.8588256835938	-1	7	0	0	2	2	0	0
-513.7977905273438	-1	7	0	0	2	2	0	2
-513.8618774414062	-1	7	0	0	0	2	2	4
-513.8366088867188	-1	7	0	0	2	2	2	0
-513.8366088867188	-1	7	0	0	2	2	2	2
-513.8366088867188	-1	7	0	0	2	2	2	4
-513.8107299804688	-1	7	0	2	0	2	3	2
-513.7977905273438	-1	7	0	0	2	2	4	2
-513.7977905273438	-1	7	0	0	2	2	4	4
-513.7977905273438	-1	7	0	0	2	2	5	2
-513.8618774414062	-1	7	0	0	0	2	3	2
-513.8646850585938	-1	7	0	2	2	0	3	4
-513.8756713867188	-1	7	0	4	2	0	3	2
-513.8618774414062	-1	7	0	0	0	2	4	2
-513.7977905273438	-1	7	0	0	2	2	4	0
-513.7977905273438	-1	7	0	0	2	2	5	0
-513.7977905273438	-1	7	0	0	2	2	5	4
-513.8756713867188	-1	7	0	4	2	0	3	0
-513.8618774414062	-1	7	0	0	0	2	5	4
-513.8107299804688	-1	7	0	2	0	2	0	2
-513.8604736328125	-1	7	0	2	0	2	2	2
-513.8646850585938	-1	7	0	2	2	0	2	4
-513.8646850585938	-1	7	0	2	2	0	3	2
-513.8646850585938	-1	7	0	2	2	0	4	2
-513.8646850585938	-1	7	0	2	2	0	4	4
-513.8107299804688	-1	7	0	2	0	2	5	2
-513.8618774414062	-1	7	0	0	0	2	3	4
-513.8646850585938	-1	7	0	2	2	0	3	0
-513.8646850585938	-1	7	0	2	2	0	4	0
-513.8107299804688	-1	7	0	2	0	2	0	4
-513.8646850585938	-1	7	0	2	2	0	2	0
-513.8646850585938	-1	7	0	2	2	0	2	2
-513.7977905273438	-1	7	0	0	2	2	3	0
-513.8107299804688	-1	7	0	2	0	2	4	4
-513.8646850585938	-1	7	0	2	2	0	5	0
-513.8604736328125	-1	7	0	2	0	2	2	4
-513.7977905273438	-1	7	0	0	2	2	3	2
-513.8107299804688	-1	7	0	2	0	2	4	2
-513.8646850585938	-1	7	0	2	2	0	5	2
-513.7977905273438	-1	7	0	0	2	2	3	4
-513.8107299804688	-1	7	0	2	0	2	3	4
-513.7965698242188	-1	7	0	4	0	2	3	2
-513.8153686523438	-1	7	0	4	2	2	3	0
-513.8646850585938	-1	7	0	2	2	0	5	4
-513.8107299804688	-1	7	0	2	0	2	5	4
-513.7965698242188	-1	7	0	4	0	2	0	2
-513.7965698242188	-1	7	0	4	0	2	2	2
-513.7965698242188	-1	7	0	4	0	2	5	2
-513.8756713867188	-1	7	0	4	2	0	2	0
-513.8756713867188	-1	7	0	4	2	0	2	2
-513.8756713867188	-1	7	0	4	2	0	5	0
-513.8153686523438	-1	7	0	4	2	2	0	0
-513.8153686523438	-1	7	0	4	2	2	0	2
-513.861083984375	-1	7	0	4	2	2	2	0
-513.8756713867188	-1	7	0	4	2	0	5	2
-513.8153686523438	-1	7	0	4	2	2	5	0
