llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-513.7977905273438	-1	0	0	0	2	2	0	4
-513.7977905273438	-1	0	0	0	2	2	0	2
-513.8366088867188	-1	0	0	0	2	2	2	2
-513.8366088867188	-1	0	0	0	2	2	2	4
-513.8272094726562	-1	0	0	2	0	2	3	2
-513.7977905273438	-1	0	0	0	2	2	4	2
-513.7977905273438	-1	0	0	0	2	2	4	4
-513.7977905273438	-1	0	0	0	2	2	5	2
-513.8646850585938	-1	0	0	2	2	0	3	4
-513.8756713867188	-1	0	0	4	2	0	3	2
-513.7977905273438	-1	0	0	0	2	2	5	4
-513.8863525390625	-1	0	0	4	2	0	3	0
-513.876953125	-1	0	0	2	0	2	2	2
-513.8646850585938	-1	0	0	2	2	0	2	4
-513.8646850585938	-1	0	0	2	2	0	3	2
-513.8646850585938	-1	0	0	2	2	0	4	2
-513.8646850585938	-1	0	0	2	2	0	4	4
-513.8272094726562	-1	0	0	2	0	2	5	2
-513.8753662109375	-1	0	0	2	2	0	3	0
-513.8753662109375	-1	0	0	2	2	0	4	0
-513.8753662109375	-1	0	0	2	2	0	2	0
-513.8646850585938	-1	0	0	2	2	0	2	2
-513.8272094726562	-1	0	0	2	0	2	4	4
-513.8754272460938	-1	0	0	2	2	0	5	0
-513.876953125	-1	0	0	2	0	2	2	4
-513.7977905273438	-1	0	0	0	2	2	3	2
-513.8153686523438	-1	0	0	4	2	2	3	2
-513.8272094726562	-1	0	0	2	0	2	4	2
-513.8646850585938	-1	0	0	2	2	0	5	2
-513.7977905273438	-1	0	0	0	2	2	3	4
-513.8272094726562	-1	0	0	2	0	2	3	4
-513.8130493164062	-1	0	0	4	0	2	3	2
-513.8153686523438	-1	0	0	4	2	2	3	0
-513.861083984375	-1	0	0	4	2	2	2	2
-513.8153686523438	-1	0	0	4	2	2	5	2
-513.8646850585938	-1	0	0	2	2	0	5	4
-513.8272094726562	-1	0	0	2	0	2	5	4
-513.8130493164062	-1	0	0	4	0	2	2	2
-513.8130493164062	-1	0	0	4	0	2	5	2
-513.8863525390625	-1	0	0	4	2	0	2	0
-513.8756713867188	-1	0	0	4	2	0	2	2
-513.8864135742188	-1	0	0	4	2	0	5	0
