llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-599.9042358398438	-1	0	4	0	3	0	3	2
-599.9042358398438	-1	0	4	0	3	0	2	2
-599.9042358398438	-1	0	4	0	3	0	7	2
-599.9042358398438	-1	0	4	0	3	2	3	2
-599.9337158203125	-1	0	4	0	3	3	2	2
-599.9337158203125	-1	0	4	0	3	3	7	2
-599.9042358398438	-1	0	4	0	3	2	2	2
-599.9042358398438	-1	0	4	0	3	2	7	2
-599.9042358398438	-1	0	4	0	3	7	2	2
-599.9042358398438	-1	0	4	0	3	7	7	2
-599.917236328125	-1	0	4	0	3	4	3	2
-599.917236328125	-1	0	4	0	3	4	2	2
-599.917236328125	-1	0	4	0	3	4	7	2
-599.9042358398438	-1	0	4	0	3	7	3	2
-599.8825073242188	-1	2	4	0	3	0	0	2
-599.8336791992188	-1	2	4	0	3	0	3	2
-599.8336791992188	-1	2	4	0	3	0	2	2
-599.8336791992188	-1	2	4	0	3	0	7	2
-599.8825073242188	-1	2	4	0	3	2	0	2
-599.9119262695312	-1	2	4	0	3	3	0	2
-599.8954467773438	-1	2	4	0	3	4	0	2
-599.8825073242188	-1	2	4	0	3	7	0	2
-599.8825073242188	-1	3	4	0	3	0	0	2
-599.8338012695312	-1	3	4	0	3	0	3	2
-599.8336791992188	-1	3	4	0	3	0	2	2
-599.8336791992188	-1	3	4	0	3	0	7	2
-599.8825073242188	-1	3	4	0	3	2	0	2
-599.8336791992188	-1	2	4	0	3	2	3	2
-599.8631591796875	-1	2	4	0	3	3	2	2
-599.8631591796875	-1	2	4	0	3	3	7	2
-599.8336791992188	-1	2	4	0	3	2	2	2
-599.8336791992188	-1	2	4	0	3	2	7	2
-599.8336791992188	-1	2	4	0	3	7	2	2
-599.8336791992188	-1	2	4	0	3	7	7	2
-599.8466796875	-1	2	4	0	3	4	3	2
-599.8466796875	-1	2	4	0	3	4	2	2
-599.8466796875	-1	2	4	0	3	4	7	2
-599.8336791992188	-1	2	4	0	3	7	3	2
-599.8338012695312	-1	3	4	0	3	2	3	2
-599.9024658203125	-1	3	4	0	3	3	2	2
-599.9024658203125	-1	3	4	0	3	3	7	2
-599.8336791992188	-1	3	4	0	3	2	2	2
-599.8336791992188	-1	3	4	0	3	2	7	2
-599.8336791992188	-1	3	4	0	3	7	2	2
-599.8336791992188	-1	3	4	0	3	7	7	2
-599.8511962890625	-1	3	4	0	3	4	3	2
-599.8466796875	-1	3	4	0	3	4	2	2
-599.8466796875	-1	3	4	0	3	4	7	2
-599.8338012695312	-1	3	4	0	3	7	3	2
-599.8954467773438	-1	3	4	0	3	4	0	2
-599.84814453125	-1	6	4	0	3	2	3	2
-599.8775634765625	-1	6	4	0	3	3	2	2
-599.8775634765625	-1	6	4	0	3	3	7	2
-599.84814453125	-1	6	4	0	3	2	2	2
-599.84814453125	-1	6	4	0	3	2	7	2
-599.84814453125	-1	6	4	0	3	7	2	2
-599.84814453125	-1	6	4	0	3	7	7	2
-599.861083984375	-1	6	4	0	3	4	3	2
-599.861083984375	-1	6	4	0	3	4	2	2
-599.861083984375	-1	6	4	0	3	4	7	2
-599.84814453125	-1	6	4	0	3	7	3	2
-599.8825073242188	-1	3	4	0	3	7	0	2
-599.8336791992188	-1	7	4	0	3	2	3	2
-599.8631591796875	-1	7	4	0	3	3	2	2
-599.8336791992188	-1	7	4	0	3	2	2	2
-599.8336791992188	-1	7	4	0	3	7	2	2
-599.8466796875	-1	7	4	0	3	4	3	2
-599.8466796875	-1	7	4	0	3	4	2	2
-599.8336791992188	-1	7	4	0	3	7	3	2
-599.9088134765625	-1	6	4	0	3	0	0	2
-599.84814453125	-1	6	4	0	3	0	3	2
-599.84814453125	-1	6	4	0	3	0	2	2
-599.84814453125	-1	6	4	0	3	0	7	2
-599.9088134765625	-1	6	4	0	3	2	0	2
-599.938232421875	-1	6	4	0	3	3	0	2
-599.9217529296875	-1	6	4	0	3	4	0	2
-599.9088134765625	-1	6	4	0	3	7	0	2
-599.8825073242188	-1	7	4	0	3	0	0	2
-599.8336791992188	-1	7	4	0	3	0	3	2
-599.8336791992188	-1	7	4	0	3	0	2	2
-599.8825073242188	-1	7	4	0	3	2	0	2
-599.9119262695312	-1	7	4	0	3	3	0	2
-599.8954467773438	-1	7	4	0	3	4	0	2
-599.8825073242188	-1	7	4	0	3	7	0	2
