llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-567.6480102539062	-1	0	1	0	0	2	0	5
-567.6771240234375	-1	0	1	0	0	2	1	5
-567.6696166992188	-1	0	1	0	0	2	2	5
-567.6480102539062	-1	0	1	0	0	2	5	5
-567.6480102539062	-1	0	1	0	0	2	7	5
-567.6495971679688	-1	0	1	0	1	2	0	5
-567.740966796875	-1	0	1	0	1	2	1	5
-567.6831665039062	-1	0	1	0	1	2	2	5
-567.6495971679688	-1	0	1	0	1	2	5	5
-567.6495971679688	-1	0	1	0	1	2	7	5
-567.6893920898438	-1	0	1	0	2	2	1	5
-567.7183227539062	-1	0	1	0	2	2	2	5
-567.6487426757812	-1	0	1	0	2	2	5	5
-567.6487426757812	-1	0	1	0	2	2	7	5
-567.6898193359375	-1	0	1	2	0	2	3	5
-567.7271118164062	-1	0	1	5	0	2	3	5
-567.6480102539062	-1	0	1	7	0	2	3	5
-567.6480102539062	-1	0	1	0	7	2	5	5
-567.6480102539062	-1	0	1	0	7	2	7	5
-567.6696166992188	-1	0	1	0	7	2	2	5
-567.7025756835938	-1	0	1	1	0	2	3	5
-567.6771240234375	-1	0	1	0	7	2	1	5
-567.6487426757812	-1	0	1	0	2	2	0	5
-567.6480102539062	-1	0	1	0	0	2	3	5
-567.6480102539062	-1	0	1	0	7	2	0	5
-567.7025756835938	-1	0	1	1	0	2	0	5
-567.7025756835938	-1	0	1	1	0	2	5	5
-567.7025756835938	-1	0	1	1	0	2	7	5
-567.7216796875	-1	0	1	1	2	2	5	5
-567.7216796875	-1	0	1	1	2	2	7	5
-567.7108154296875	-1	0	1	2	1	2	3	5
-567.7286987304688	-1	0	1	5	1	2	3	5
-567.6495971679688	-1	0	1	7	1	2	3	5
-567.7025756835938	-1	0	1	1	7	2	5	5
-567.7025756835938	-1	0	1	1	7	2	7	5
-567.7216796875	-1	0	1	1	2	2	0	5
-567.6907348632812	-1	0	1	7	1	2	3	0
-567.7107543945312	-1	0	1	2	1	2	5	5
-567.7107543945312	-1	0	1	2	1	2	7	5
-567.7279052734375	-1	0	1	5	2	2	3	5
-567.6487426757812	-1	0	1	7	2	2	3	5
-567.6898193359375	-1	0	1	2	7	2	5	5
-567.6898193359375	-1	0	1	2	7	2	7	5
-567.7217407226562	-1	0	1	1	2	2	3	5
-567.7279052734375	-1	0	1	5	2	2	5	5
-567.7279052734375	-1	0	1	5	2	2	7	5
-567.7271118164062	-1	0	1	5	7	2	5	5
-567.7271118164062	-1	0	1	5	7	2	7	5
-567.748779296875	-1	0	1	5	7	2	2	5
-567.7271118164062	-1	0	1	5	7	2	3	5
-567.6480102539062	-1	0	1	7	7	2	3	5
-567.6480102539062	-1	0	1	7	7	2	5	5
-567.6480102539062	-1	0	1	7	7	2	7	5
-567.7183227539062	-1	0	1	7	2	2	2	5
-567.6487426757812	-1	0	1	7	2	2	5	5
-567.6487426757812	-1	0	1	7	2	2	7	5
-567.6898193359375	-1	0	1	2	7	2	3	5
-567.6696166992188	-1	0	1	7	7	2	2	5
-567.6495971679688	-1	0	1	0	1	2	3	5
-567.6907348632812	-1	0	1	5	1	2	3	0
-567.7286987304688	-1	0	1	5	1	2	5	5
