llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7
-425.31341552734375	-1	4	0	4	0	3	0	1
-425.21844482421875	-1	4	0	4	0	3	3	1
-425.3028259277344	-1	4	0	4	0	3	1	4
-425.21844482421875	-1	4	0	4	0	3	7	1
-425.21844482421875	-1	4	0	4	0	3	4	1
-425.31341552734375	-1	4	0	4	0	4	0	1
-425.21844482421875	-1	4	0	4	0	4	3	1
-425.3028259277344	-1	4	0	4	0	4	1	4
-425.21844482421875	-1	4	0	4	0	4	7	1
-425.21844482421875	-1	4	0	4	0	4	4	1
-425.2706604003906	-1	4	1	4	0	3	3	0
-425.2707214355469	-1	4	1	4	0	3	7	0
-425.2706604003906	-1	4	1	4	0	3	4	0
-425.2706604003906	-1	4	1	4	0	4	3	0
-425.2707214355469	-1	4	1	4	0	4	7	0
-425.2706604003906	-1	4	1	4	0	4	4	0
-425.2608642578125	-1	4	3	4	0	3	0	1
-425.2706604003906	-1	4	3	4	0	3	1	0
-425.2608642578125	-1	4	3	4	0	4	0	1
-425.2706604003906	-1	4	3	4	0	4	1	0
-425.3028259277344	-1	4	0	4	0	3	3	4
-425.3028259277344	-1	4	0	4	0	3	7	4
-425.3028259277344	-1	4	0	4	0	4	3	4
-425.3028259277344	-1	4	0	4	0	4	7	4
-425.3028259277344	-1	4	1	4	0	3	3	4
-425.3028259277344	-1	4	1	4	0	3	7	4
-425.3028259277344	-1	4	1	4	0	4	3	4
-425.3028259277344	-1	4	1	4	0	4	7	4
-425.2706604003906	-1	4	3	4	0	3	3	0
-425.21844482421875	-1	4	3	4	0	3	3	1
-425.2707214355469	-1	4	3	4	0	3	7	0
-425.3028259277344	-1	4	3	4	0	3	1	4
-425.21844482421875	-1	4	3	4	0	3	7	1
-425.2706604003906	-1	4	3	4	0	3	4	0
-425.21844482421875	-1	4	3	4	0	3	4	1
-425.2608642578125	-1	4	4	4	0	3	0	1
-425.2706604003906	-1	4	4	4	0	3	1	0
-425.2706604003906	-1	4	3	4	0	4	3	0
-425.21844482421875	-1	4	3	4	0	4	3	1
-425.2707214355469	-1	4	3	4	0	4	7	0
-425.3028259277344	-1	4	3	4	0	4	1	4
-425.21844482421875	-1	4	3	4	0	4	7	1
-425.2706604003906	-1	4	3	4	0	4	4	0
-425.21844482421875	-1	4	3	4	0	4	4	1
-425.30462646484375	-1	4	3	4	0	3	3	4
-425.2706604003906	-1	4	4	4	0	3	3	0
-425.21844482421875	-1	4	4	4	0	3	3	1
-425.3028259277344	-1	4	3	4	0	3	7	4
-425.2707214355469	-1	4	4	4	0	3	7	0
-425.21844482421875	-1	4	4	4	0	3	7	1
-425.30462646484375	-1	4	3	4	0	4	3	4
-425.2706604003906	-1	4	4	4	0	3	4	0
-425.21844482421875	-1	4	4	4	0	3	4	1
-425.3028259277344	-1	4	3	4	0	4	7	4
-425.2608642578125	-1	4	4	4	0	4	0	1
-425.2706604003906	-1	4	4	4	0	4	1	0
-425.2706604003906	-1	4	4	4	0	4	3	0
-425.21844482421875	-1	4	4	4	0	4	3	1
-425.2707214355469	-1	4	4	4	0	4	7	0
-425.21844482421875	-1	4	4	4	0	4	7	1
-425.2706604003906	-1	4	4	4	0	4	4	0
-425.21844482421875	-1	4	4	4	0	4	4	1
-425.3028259277344	-1	4	6	4	0	3	3	4
-425.3028259277344	-1	4	6	4	0	3	7	4
-425.3028259277344	-1	4	6	4	0	4	3	4
-425.3028259277344	-1	4	6	4	0	4	7	4
-425.3028259277344	-1	4	7	4	0	3	3	4
-425.3028259277344	-1	4	7	4	0	4	3	4
-425.2706604003906	-1	4	6	4	0	3	3	0
-425.21844482421875	-1	4	6	4	0	3	3	1
-425.2707214355469	-1	4	6	4	0	3	7	0
-425.3028259277344	-1	4	6	4	0	3	1	4
-425.21844482421875	-1	4	6	4	0	3	7	1
-425.2706604003906	-1	4	6	4	0	3	4	0
-425.21844482421875	-1	4	6	4	0	3	4	1
-425.2706604003906	-1	4	6	4	0	4	3	0
-425.21844482421875	-1	4	6	4	0	4	3	1
-425.2707214355469	-1	4	6	4	0	4	7	0
-425.3028259277344	-1	4	6	4	0	4	1	4
-425.21844482421875	-1	4	6	4	0	4	7	1
-425.2706604003906	-1	4	6	4	0	4	4	0
-425.21844482421875	-1	4	6	4	0	4	4	1
-425.2706604003906	-1	4	7	4	0	3	3	0
-425.21844482421875	-1	4	7	4	0	3	3	1
-425.31842041015625	-1	4	7	4	0	3	7	0
-425.3028259277344	-1	4	7	4	0	3	1	4
-425.2811279296875	-1	4	7	4	0	3	7	1
-425.2706604003906	-1	4	7	4	0	3	4	0
-425.21844482421875	-1	4	7	4	0	3	4	1
-425.2706604003906	-1	4	7	4	0	4	3	0
-425.21844482421875	-1	4	7	4	0	4	3	1
-425.31842041015625	-1	4	7	4	0	4	7	0
-425.3028259277344	-1	4	7	4	0	4	1	4
-425.2811279296875	-1	4	7	4	0	4	7	1
-425.2706604003906	-1	4	7	4	0	4	4	0
-425.21844482421875	-1	4	7	4	0	4	4	1
-425.2608642578125	-1	4	6	4	0	3	0	1
-425.2706604003906	-1	4	6	4	0	3	1	0
-425.2608642578125	-1	4	6	4	0	4	0	1
-425.2706604003906	-1	4	6	4	0	4	1	0
-425.2608642578125	-1	4	7	4	0	3	0	1
-425.2706604003906	-1	4	7	4	0	3	1	0
-425.2608642578125	-1	4	7	4	0	4	0	1
-425.2706604003906	-1	4	7	4	0	4	1	0
