tree	llh	pi_0	pi_3	pi_6	f_0_0	f_0_3	f_0_6	f_1_0	f_1_3	f_1_6
0	-302.0942077636719	-1	0	0	0.3913043439388275	0.20792078971862793	0.16949152946472168	0.32407405972480774	0.1818181872367859	0.09909909963607788
1	-302.0942077636719	-1	0	3	0.3913043439388275	0.20792078971862793	0.16949152946472168	0.32407405972480774	0.1818181872367859	0.09909909963607788
