tree	llh	pi_0	pi_2	pi_3	f_0_0	f_0_2	f_0_3	f_1_0	f_1_2	f_1_3
0	-270.6849060058594	-1	0	0	0.42056071758270264	0.15625	0.1666666716337204	0.2929292917251587	0.06956521421670914	0.09090909361839294
1	-270.6849060058594	-1	3	0	0.42056071758270264	0.15625	0.1666666716337204	0.2929292917251587	0.06956521421670914	0.09090909361839294
