tree	llh	pi_0	pi_1	pi_3	pi_4	f_0_0	f_0_1	f_0_3	f_0_4	f_1_0	f_1_1	f_1_3	f_1_4
0	-408.26708984375	-1	4	0	0	0.4433962106704712	0.23423422873020172	0.1595744639635086	0.23762376606464386	0.3146067261695862	0.1683168262243271	0.035087719559669495	0.23853211104869843
1	-408.26708984375	-1	4	1	0	0.4433962404727936	0.23423422873020172	0.1595744639635086	0.23762376606464386	0.31460675597190857	0.1683168262243271	0.035087719559669495	0.23853211104869843
