tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7
0	-492.57318115234375	-1	3	1	0	2	0	0	0	0.5181265473365784	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276559740304947	1.622538547962904e-09	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
1	-492.57318115234375	-1	3	1	0	2	0	1	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
2	-492.57318115234375	-1	3	1	0	2	0	2	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
3	-492.57318115234375	-1	3	1	0	2	0	3	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
4	-492.57318115234375	-1	3	1	0	2	0	4	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
5	-492.57318115234375	-1	3	1	0	2	0	5	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
6	-492.57318115234375	-1	3	1	0	2	0	7	0	0.5181266069412231	0.17391304671764374	0.1649484485387802	0.4571371078491211	0.13829787075519562	0.010276544839143753	9.999999974752427e-07	0.050712913274765015	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
7	-492.5416564941406	-1	3	1	0	2	2	0	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.011111111380159855	-2.4010660126805305e-10	0.05177207291126251	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
8	-492.5416564941406	-1	3	1	0	2	2	1	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.011111111380159855	9.999999974752427e-07	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
9	-492.5416564941406	-1	3	1	0	2	2	2	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.011111111380159855	9.999999974752427e-07	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.03448275849223137	9.999999974752427e-07	0.02857142873108387
