tree	llh	pi_0	pi_1	pi_2	pi_3	f_0_0	f_0_1	f_0_2	f_0_3	f_1_0	f_1_1	f_1_2	f_1_3
0	-340.3773498535156	-1	2	0	0	0.42056071758270264	0.16500402987003326	0.16500402987003326	0.1666666716337204	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294
1	-340.3333435058594	-1	3	0	0	0.420560747385025	0.16987302899360657	0.15625	0.16987302899360657	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294
2	-340.327392578125	-1	0	3	0	0.42056071758270264	0.17241379618644714	0.15625	0.1666666716337204	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294
3	-340.3773498535156	-1	2	3	0	0.42056071758270264	0.16500402987003326	0.16500402987003326	0.1666666716337204	0.2929292917251587	0.04494382068514824	0.06956521421670914	0.09090909361839294
