tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_7
10	-491.47528076171875	-1	0	0	2	2	0	4	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	1.622538547962904e-09	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.2016322761774063	9.999999974752427e-07
11	-491.47528076171875	-1	2	0	2	2	0	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832907676697	9.999999974752427e-07	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.20163224637508392	9.999999974752427e-07
12	-491.47528076171875	-1	3	0	2	2	0	4	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	9.999999974752427e-07
13	-491.5058898925781	-1	4	0	2	2	0	4	0.5288461446762085	0.05275790020823479	0.34951454401016235	0.07207207381725311	0.14303208887577057	0.04123711213469505	0.09027419984340668	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	9.999999974752427e-07
14	-491.47528076171875	-1	7	0	2	2	0	4	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	9.999999974752427e-07
15	-491.49700927734375	-1	0	0	4	2	0	0	0.5330732464790344	0.05452875792980194	0.34561601281166077	0.07207207381725311	0.13793103396892548	0.04034104198217392	0.0925874188542366	0.4283832609653473	1.622538547962904e-09	0.22675099968910217	0.03574084863066673	0.03574084863066673	0.20163226127624512	1.622538547962904e-09
16	-491.4862976074219	-1	2	0	4	2	0	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392	1.622538547962904e-09
17	-491.4862976074219	-1	3	0	4	2	0	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392	1.622538547962904e-09
18	-491.4862976074219	-1	4	0	4	2	0	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	-2.4010660126805305e-10	0.22675098478794098	0.035740844905376434	0.03574085235595703	0.20163224637508392	1.622538547962904e-09
19	-491.4862976074219	-1	7	0	4	2	0	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832609653473	1.622538547962904e-09	0.22675099968910217	0.03574084863066673	0.03574084863066673	0.20163226127624512	1.622538547962904e-09
20	-491.4862976074219	-1	0	0	4	2	0	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832311630249	1.622538547962904e-09	0.22675101459026337	0.03574084863066673	0.03574084863066673	0.2016322761774063	9.999999974752427e-07
21	-491.4862976074219	-1	2	0	4	2	0	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832609653473	9.999999974752427e-07	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392	9.999999974752427e-07
22	-491.4862976074219	-1	3	0	4	2	0	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832609653473	9.999999974752427e-07	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392	9.999999974752427e-07
23	-491.4862976074219	-1	4	0	4	2	0	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832609653473	-2.4010660126805305e-10	0.22675098478794098	0.035740844905376434	0.03574085235595703	0.20163224637508392	9.999999974752427e-07
24	-491.4862976074219	-1	7	0	4	2	0	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.4283832609653473	9.999999974752427e-07	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392	9.999999974752427e-07
25	-491.4725341796875	-1	2	0	0	0	2	2	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
26	-491.4725341796875	-1	3	0	0	0	2	2	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
27	-491.4725341796875	-1	4	0	0	0	2	2	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
28	-491.4725341796875	-1	7	0	0	0	2	2	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
29	-491.4725341796875	-1	2	0	0	0	2	4	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
30	-491.4725341796875	-1	3	0	0	0	2	4	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
31	-491.4725341796875	-1	7	0	0	0	2	4	0.5405206680297852	0.0555555559694767	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697	9.999999974752427e-07
32	-491.4378356933594	-1	0	0	2	0	2	2	0.5342987775802612	0.054297998547554016	0.3444983661174774	0.07207207381725311	0.135502427816391	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047283828258514	0.036061253398656845	0.033707864582538605	0.2044116109609604	1.622538547962904e-09
33	-491.4213562011719	-1	2	0	2	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	1.622538547962904e-09	0.24047283828258514	0.036061253398656845	0.033707864582538605	0.2044115960597992	1.622538547962904e-09
34	-491.4213562011719	-1	3	0	2	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047283828258514	0.036061253398656845	0.033707864582538605	0.2044116109609604	1.622538547962904e-09
35	-491.4213562011719	-1	4	0	2	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047283828258514	0.036061253398656845	0.033707864582538605	0.2044116109609604	1.622538547962904e-09
36	-491.4213562011719	-1	7	0	2	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	1.622538547962904e-09	0.24047285318374634	0.036061253398656845	0.033707864582538605	0.2044116109609604	1.622538547962904e-09
37	-491.4378356933594	-1	0	0	2	0	2	4	0.5342987179756165	0.05429798364639282	0.34449833631515503	0.07207207381725311	0.1355024129152298	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047285318374634	0.03606124222278595	0.033707864582538605	0.2044115960597992	9.999999974752427e-07
38	-491.4213562011719	-1	2	0	2	0	2	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	1.622538547962904e-09	0.24047283828258514	0.036061253398656845	0.033707864582538605	0.2044116109609604	9.999999974752427e-07
39	-491.4213562011719	-1	3	0	2	0	2	4	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047285318374634	0.03606124222278595	0.033707864582538605	0.2044115960597992	9.999999974752427e-07
40	-491.45196533203125	-1	4	0	2	0	2	4	0.5288461446762085	0.05275790020823479	0.34951454401016235	0.07207207381725311	0.14303208887577057	0.04123711213469505	0.09027419984340668	0.41489362716674805	9.999999974752427e-07	0.24047285318374634	0.03606124222278595	0.033707864582538605	0.2044115960597992	9.999999974752427e-07
41	-491.4213562011719	-1	7	0	2	0	2	4	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.24047285318374634	0.03606124222278595	0.033707864582538605	0.2044115960597992	9.999999974752427e-07
42	-491.4236755371094	-1	0	0	4	0	2	2	0.5342987179756165	0.05429798364639282	0.34449833631515503	0.07207207381725311	0.1355024129152298	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.03574084863066673	0.03574084863066673	0.21052631735801697	9.999999974752427e-07
43	-491.4071960449219	-1	2	0	4	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.03574084863066673	0.03574084863066673	0.21052631735801697	9.999999974752427e-07
44	-491.4071960449219	-1	3	0	4	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.03574084863066673	0.03574084863066673	0.21052631735801697	9.999999974752427e-07
45	-491.4071960449219	-1	4	0	4	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.2347826063632965	0.035740844905376434	0.03574085235595703	0.21052631735801697	9.999999974752427e-07
46	-491.4071960449219	-1	7	0	4	0	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.2347826063632965	0.03574084863066673	0.03574084863066673	0.21052631735801697	9.999999974752427e-07
47	-491.4084167480469	-1	2	0	0	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489359736442566	-2.4010660126805305e-10	0.23876579105854034	0.037974681705236435	0.03256092593073845	0.20620489120483398	9.999999974752427e-07
48	-491.4084167480469	-1	3	0	0	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489365696907043	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
49	-491.4084167480469	-1	4	0	0	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489365696907043	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
50	-491.4084167480469	-1	7	0	0	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489365696907043	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
51	-491.4084167480469	-1	0	0	0	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489359736442566	9.999999974752427e-07	0.23876579105854034	0.037974681705236435	0.03256092965602875	0.20620489120483398	-2.4010660126805305e-10
52	-491.4084167480469	-1	2	0	0	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	-2.4010660126805305e-10
53	-491.4084167480469	-1	3	0	0	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23876579105854034	0.037974681705236435	0.03256092965602875	0.20620489120483398	-2.4010660126805305e-10
54	-491.4084167480469	-1	4	0	0	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23876579105854034	0.037974681705236435	0.03256092965602875	0.20620489120483398	-2.4010660126805305e-10
55	-491.4084167480469	-1	7	0	0	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	-2.4010660126805305e-10
56	-491.4084167480469	-1	0	0	0	2	2	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489359736442566	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
57	-491.4084167480469	-1	2	0	0	2	2	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23876579105854034	0.037974681705236435	0.03256092593073845	0.20620489120483398	9.999999974752427e-07
58	-491.4084167480469	-1	3	0	0	2	2	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
59	-491.43902587890625	-1	4	0	0	2	2	4	0.5288461446762085	0.05275790020823479	0.34951457381248474	0.07207207381725311	0.14303208887577057	0.04123711213469505	0.09027419984340668	0.41489362716674805	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
60	-491.4084167480469	-1	7	0	0	2	2	4	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728	9.999999974752427e-07
61	-491.4259948730469	-1	0	0	4	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23993319272994995	0.03496205806732178	0.03496205806732178	0.2049710750579834	9.999999974752427e-07
62	-491.4259948730469	-1	2	0	4	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23993316292762756	0.034962065517902374	0.034962065517902374	0.2049711048603058	9.999999974752427e-07
63	-491.4259948730469	-1	3	0	4	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23993319272994995	0.03496205806732178	0.03496205806732178	0.2049710750579834	9.999999974752427e-07
64	-491.4259948730469	-1	4	0	4	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	1.622538547962904e-09	0.23993317782878876	0.03496206924319267	0.03496207296848297	0.2049711048603058	9.999999974752427e-07
65	-491.4259948730469	-1	7	0	4	2	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23993319272994995	0.03496205806732178	0.03496205806732178	0.2049710750579834	9.999999974752427e-07
66	-491.4259948730469	-1	0	0	4	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23993316292762756	0.03496206924319267	0.03496207296848297	0.20497111976146698	-2.4010660126805305e-10
67	-491.4259948730469	-1	2	0	4	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23993316292762756	0.03496206924319267	0.034962065517902374	0.2049710899591446	-2.4010660126805305e-10
68	-491.4259948730469	-1	3	0	4	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	9.999999974752427e-07	0.23993316292762756	0.03496206924319267	0.03496207296848297	0.20497111976146698	-2.4010660126805305e-10
69	-491.4259948730469	-1	4	0	4	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	1.622538547962904e-09	0.23993317782878876	0.03496206924319267	0.03496207296848297	0.2049711048603058	-2.4010660126805305e-10
70	-491.4259948730469	-1	7	0	4	2	2	2	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.09401709586381912	0.41489362716674805	-2.4010660126805305e-10	0.23993316292762756	0.03496208041906357	0.03496208414435387	0.2049711048603058	-2.4010660126805305e-10
