tree	llh	pi_0	pi_3	pi_4	pi_6	f_0_0	f_0_3	f_0_4	f_0_6	f_1_0	f_1_3	f_1_4	f_1_6
0	-440.5483093261719	-1	4	0	3	0.4649122953414917	0.13913042843341827	0.19327731430530548	0.009900989942252636	0.39132046699523926	0.2836648225784302	0.39132046699523926	0.2836648225784302
