tree	llh	pi_0	pi_1	pi_2	pi_3	f_0_0	f_0_1	f_0_2	f_0_3	f_1_0	f_1_1	f_1_2	f_1_3
0	-436.4129943847656	-1	0	3	1	0.4117647111415863	0.3214285671710968	0.17391304671764374	0.2844827473163605	0.39361703395843506	0.251209557056427	0.03773584961891174	0.251209557056427
