tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7
0	-599.8825073242188	-1	2	4	0	3	0	0	2	0.36280471086502075	0.0416666679084301	0.15156680345535278	0.3274824917316437	0.15156680345535278	1.622538547962904e-09	0.035322174429893494	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
1	-599.8825073242188	-1	2	4	0	3	2	0	2	0.362804651260376	0.0416666679084301	0.15156680345535278	0.3274824917316437	0.15156680345535278	9.999999974752427e-07	0.035322174429893494	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
2	-599.9119262695312	-1	2	4	0	3	3	0	2	0.36280468106269836	0.0416666679084301	0.15156680345535278	0.32748252153396606	0.15156680345535278	9.999999974752427e-07	0.03532217815518379	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3422601521015167	0.3008861541748047	0.04137403145432472	0.017241379246115685	0.17894737422466278
3	-599.8954467773438	-1	2	4	0	3	4	0	2	0.362804651260376	0.0416666679084301	0.15156680345535278	0.3274824917316437	0.1515667885541916	-2.4010660126805305e-10	0.035322174429893494	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2708566188812256	0.3333333432674408	0.31263941526412964	0.04178281128406525	0.017241379246115685	0.17894737422466278
4	-599.8825073242188	-1	2	4	0	3	7	0	2	0.362804651260376	0.0416666679084301	0.15156680345535278	0.3274824917316437	0.15156680345535278	9.999999974752427e-07	0.035322174429893494	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
5	-599.8825073242188	-1	3	4	0	3	0	0	2	0.36280468106269836	0.0416666679084301	0.15156680345535278	0.32748252153396606	0.15156680345535278	1.622538547962904e-09	0.0353221595287323	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
6	-599.8825073242188	-1	3	4	0	3	2	0	2	0.36280468106269836	0.0416666679084301	0.15156680345535278	0.32748252153396606	0.15156680345535278	9.999999974752427e-07	0.03532217815518379	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
7	-599.8954467773438	-1	3	4	0	3	4	0	2	0.36280468106269836	0.0416666679084301	0.15156680345535278	0.32748252153396606	0.1515667885541916	-2.4010660126805305e-10	0.03532217815518379	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2708566188812256	0.3333333432674408	0.31263941526412964	0.04178281128406525	0.017241379246115685	0.17894737422466278
8	-599.8825073242188	-1	3	4	0	3	7	0	2	0.36280468106269836	0.0416666679084301	0.15156680345535278	0.32748252153396606	0.15156680345535278	9.999999974752427e-07	0.03532217815518379	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
9	-599.9088134765625	-1	6	4	0	3	0	0	2	0.36445093154907227	0.038212552666664124	0.15156680345535278	0.32623836398124695	0.15156680345535278	1.622538547962904e-09	0.038212552666664124	0.04545454680919647	0.4910714328289032	0.008928571827709675	0.2752293646335602	0.3333333432674408	0.3076923191547394	0.04301075264811516	0.017241379246115685	0.17894737422466278
