tree	llh	pi_0	pi_3	pi_4	f_0_0	f_0_3	f_0_4	f_1_0	f_1_3	f_1_4
0	-365.9587707519531	-1	4	0	0.4649122953414917	0.13913042843341827	0.19327731430530548	0.39132046699523926	0.26213592290878296	0.39132046699523926
