tree	llh	pi_0	pi_2	pi_4	pi_6	f_0_0	f_0_2	f_0_4	f_0_6	f_1_0	f_1_2	f_1_4	f_1_6
0	-399.60906982421875	-1	4	0	4	0.46464645862579346	0.15238095819950104	0.3068181872367859	0.055045872926712036	0.32737481594085693	0.14723682403564453	0.32737481594085693	0.1801379770040512
