tree	llh	pi_0	pi_1	pi_3	f_0_0	f_0_1	f_0_3	f_1_0	f_1_1	f_1_3
0	-363.4927978515625	-1	0	1	0.29807692766189575	0.27586206793785095	0.2150537669658661	0.3776593804359436	0.3776593804359436	0.24761904776096344
1	-363.5583190917969	1	-1	0	0.28637582063674927	0.28637582063674927	0.2150537669658661	0.37634408473968506	0.378947377204895	0.24761904776096344
