tree	llh	pi_0	pi_2	pi_3	pi_4	f_0_0	f_0_2	f_0_3	f_0_4	f_1_0	f_1_2	f_1_3	f_1_4
0	-432.75665283203125	-1	0	2	2	0.4022449851036072	0.4022449851036072	0.11711711436510086	0.18390804529190063	0.5	0.40740740299224854	0.1764705926179886	0.22499999403953552
1	-432.75665283203125	-1	0	4	2	0.4022449851036072	0.4022449851036072	0.11711711436510086	0.18390804529190063	0.5	0.40740740299224854	0.1764705926179886	0.22499999403953552
