tree	llh	pi_0	pi_2	pi_5	f_0_0	f_0_2	f_0_5	f_1_0	f_1_2	f_1_5
0	-330.6727294921875	-1	0	0	0.5288461446762085	0.34951457381248474	0.04123711213469505	0.4283832609653473	0.22675098478794098	0.20163224637508392
1	-330.5936584472656	-1	0	2	0.5288461446762085	0.34951457381248474	0.04123711213469505	0.41489362716674805	0.2347826063632965	0.21052631735801697
