tree	llh	pi_0	pi_1	pi_2	f_0_0	f_0_1	f_0_2	f_1_0	f_1_1	f_1_2
0	-373.94207763671875	-1	0	1	0.4017094075679779	0.35164836049079895	0.2857142984867096	0.28718438744544983	0.2871844172477722	0.2871844172477722
