tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_7
0	-557.8666381835938	-1	0	1	5	1	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.3733929395675659	0.22689861059188843	0.21838347613811493	0.024793388321995735	0.008515134453773499	0.21621622145175934	0.1464942991733551
1	-557.8666381835938	-1	0	1	7	1	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.3733929395675659	0.22689861059188843	0.21838347613811493	0.024793388321995735	0.008515134453773499	0.21621622145175934	0.1464942991733551
2	-557.8499755859375	-1	0	1	5	2	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.37115877866744995	0.22364097833633423	0.22364097833633423	0.024793388321995735	0.009129481390118599	0.21451149880886078	0.14751780033111572
3	-557.8499755859375	-1	0	1	7	2	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.37115877866744995	0.22364097833633423	0.22364097833633423	0.024793388321995735	0.009129481390118599	0.21451149880886078	0.14751780033111572
4	-557.9022827148438	-1	0	1	2	5	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.3733712434768677	0.22683478891849518	0.22683478891849518	0.02307598665356636	0.009259259328246117	0.20375880599021912	0.1465364545583725
5	-557.8490600585938	-1	0	1	5	5	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.37082526087760925	0.22316107153892517	0.22316108644008636	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.14766418933868408
6	-557.8490600585938	-1	0	1	7	5	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.10126582533121109	0.37082526087760925	0.22316107153892517	0.22316108644008636	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.14766418933868408
7	-557.9022827148438	-1	0	1	2	7	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.1012658178806305	0.3733712434768677	0.22683478891849518	0.22683478891849518	0.02307598665356636	0.009259259328246117	0.20375880599021912	0.1465364545583725
8	-557.8490600585938	-1	0	1	5	7	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.1012658178806305	0.37082526087760925	0.22316107153892517	0.22316108644008636	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.14766418933868408
9	-557.8490600585938	-1	0	1	7	7	2	0	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.010309278033673763	0.03846153989434242	0.09345794469118118	0.1012658178806305	0.37082526087760925	0.22316107153892517	0.22316108644008636	0.024793388321995735	0.009259259328246117	0.21621622145175934	0.14766418933868408
