tree	llh	pi_0	pi_2	pi_3	pi_6	f_0_0	f_0_2	f_0_3	f_0_6	f_1_0	f_1_2	f_1_3	f_1_6
0	-373.9427185058594	-1	0	0	2	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.04545454680919647	0.31683167815208435	0.13445378839969635	0.1696428507566452	0.11881188303232193
1	-373.9427185058594	-1	0	0	3	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.04545454680919647	0.31683167815208435	0.13445378839969635	0.1696428507566452	0.11881188303232193
2	-373.9427185058594	-1	3	0	0	0.36893200874328613	0.1568627506494522	0.16326530277729034	0.04545454680919647	0.31683167815208435	0.13445378839969635	0.1696428507566452	0.11881188303232193
3	-373.9427185058594	-1	3	0	2	0.3689320385456085	0.1568627506494522	0.16326530277729034	0.04545454680919647	0.31683167815208435	0.13445378839969635	0.1696428507566452	0.11881188303232193
