tree	llh	pi_0	pi_1	pi_3	pi_4	f_0_0	f_0_1	f_0_3	f_0_4	f_1_0	f_1_1	f_1_3	f_1_4
0	-463.7099914550781	-1	0	1	3	0.29807692766189575	0.27586206793785095	0.2150537669658661	0.20952381193637848	0.3776593804359436	0.3776593804359436	0.24761904776096344	0.16346153616905212
1	-463.7754821777344	1	-1	0	3	0.28637582063674927	0.28637582063674927	0.2150537669658661	0.20952381193637848	0.37634408473968506	0.378947377204895	0.24761904776096344	0.16346153616905212
