tree	llh	pi_0	pi_1	pi_3	pi_4	f_0_0	f_0_1	f_0_3	f_0_4	f_1_0	f_1_1	f_1_3	f_1_4
0	-343.9576416015625	-1	0	0	3	0.3368421196937561	0.19148936867713928	0.12345679104328156	0.08256880939006805	0.30476194620132446	0.11538461595773697	0.14152728021144867	0.14152728021144867
1	-343.9107360839844	-1	0	1	0	0.3368421196937561	0.19148936867713928	0.12345679104328156	0.08256880939006805	0.3047618865966797	0.12479468435049057	0.12479468435049057	0.1538461595773697
