tree	llh	pi_0	pi_3	pi_4	f_0_0	f_0_3	f_0_4	f_1_0	f_1_3	f_1_4
0	-394.1315002441406	3	-1	0	0.36036035418510437	0.42990654706954956	0.12037037312984467	0.4162708818912506	0.4162708818912506	0.302752286195755
