tree	llh	pi_0	pi_2	pi_3	pi_4	pi_5	f_0_0	f_0_2	f_0_3	f_0_4	f_0_5	f_1_0	f_1_2	f_1_3	f_1_4	f_1_5
0	-505.5683288574219	-1	3	4	0	2	0.27000001072883606	0.07407407462596893	0.1650485396385193	0.20879121124744415	0.055045872926712036	0.4285714328289032	0.1982758641242981	0.27184465527534485	0.30612245202064514	0.16842105984687805
