tree	llh	pi_0	pi_1	pi_4	f_0_0	f_0_1	f_0_4	f_1_0	f_1_1	f_1_4
0	-286.1645202636719	-1	4	0	0.3232323229312897	0.037383176386356354	0.30612245202064514	0.29113924503326416	0.19417475163936615	0.24137930572032928
