tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_7
15	-473.9906005859375	-1	3	3	0	2	4	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.028041034936904907	0.028041034936904907
16	-474.0758056640625	-1	3	3	0	3	0	0.516629695892334	0.1702120304107666	0.16080179810523987	0.46557945013046265	0.13456565141677856	0.05105020850896835	0.2551020383834839	0.06602967530488968	0.06068079173564911	0.15204410254955292	0.025333628058433533	0.02857142873108387
17	-474.05438232421875	-1	3	3	0	3	1	0.5094339847564697	0.1716955453157425	0.1624535322189331	0.4702058434486389	0.1360567957162857	0.05263157933950424	0.2551020383834839	0.06602967530488968	0.06068079173564911	0.15204410254955292	0.025333628058433533	0.02857142873108387
18	-474.05438232421875	-1	3	3	0	3	2	0.5094339847564697	0.1716955453157425	0.1624535322189331	0.4702058434486389	0.1360567957162857	0.05263157933950424	0.2551020383834839	0.06602968275547028	0.06068079173564911	0.15204408764839172	0.025333628058433533	0.02857142873108387
19	-474.0602722167969	-1	3	3	0	3	4	0.5094339847564697	0.1716955453157425	0.1624535322189331	0.4702058434486389	0.1360567957162857	0.05263157933950424	0.2551020383834839	0.06567166745662689	0.06037037447094917	0.15287372469902039	0.02683166414499283	0.02683166414499283
20	-474.0266418457031	-1	2	3	0	1	0	0.513564944267273	0.16977299749851227	0.16977299749851227	0.46179288625717163	0.13829787075519562	0.05177203565835953	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018	0.02857142873108387
21	-474.0184631347656	-1	2	3	0	1	3	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018	0.02857142873108387
22	-474.0195617675781	-1	2	3	0	1	4	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.028041034936904907	0.028041034936904907
23	-474.0266418457031	-1	2	3	0	3	0	0.513564944267273	0.16977299749851227	0.16977299749851227	0.46179288625717163	0.13829787075519562	0.05177205801010132	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018	0.02857142873108387
24	-474.0184631347656	-1	2	3	0	3	1	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018	0.02857142873108387
25	-474.0184631347656	-1	2	3	0	3	3	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018	0.02857142873108387
26	-474.0195617675781	-1	2	3	0	3	4	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.028041034936904907	0.028041034936904907
