tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_7
0	-473.9976806640625	-1	3	1	0	2	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
1	-473.989501953125	-1	3	1	0	2	3	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
2	-473.9906005859375	-1	3	1	0	2	4	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.028041034936904907	0.028041034936904907
3	-473.9976806640625	-1	3	1	0	3	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
4	-473.989501953125	-1	3	1	0	3	2	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
5	-473.989501953125	-1	3	1	0	3	3	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
6	-473.9906005859375	-1	3	1	0	3	4	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.028041034936904907	0.028041034936904907
7	-473.9976806640625	-1	3	3	0	1	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
8	-474.0392761230469	-1	3	3	0	1	1	0.5094339847564697	0.18109875917434692	0.1649484485387802	0.4660194516181946	0.13142135739326477	0.04967740923166275	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
9	-473.989501953125	-1	3	3	0	1	2	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
10	-474.0508728027344	-1	3	3	0	1	3	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06581562757492065	0.060489919036626816	0.15248572826385498	0.027522936463356018	0.026180189102888107
11	-473.9906005859375	-1	3	3	0	1	4	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.028041034936904907	0.028041034936904907
12	-473.9976806640625	-1	3	3	0	2	0	0.513564944267273	0.17391304671764374	0.1649484485387802	0.46179288625717163	0.13829787075519562	0.05177205801010132	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
13	-473.989501953125	-1	3	3	0	2	1	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018	0.02857142873108387
14	-474.0508728027344	-1	3	3	0	2	3	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660194218158722	0.13829787075519562	0.05263157933950424	0.2551020383834839	0.06581562757492065	0.060489919036626816	0.15248572826385498	0.027522936463356018	0.026180189102888107
