tree	llh	pi_0	pi_3	pi_4	f_0_0	f_0_3	f_0_4	f_1_0	f_1_3	f_1_4
0	-372.70599365234375	-1	0	3	0.35164836049079895	0.33636364340782166	0.14782609045505524	0.4910714328289032	0.3333333432674408	0.3076923191547394
