tree	llh	pi_0	pi_1	pi_2	f_0_0	f_0_1	f_0_2	f_1_0	f_1_1	f_1_2
0	-331.3941650390625	-1	0	1	0.34343433380126953	0.1834862381219864	0.11764705926179886	0.42105263471603394	0.24761904776096344	0.23762376606464386
