tree	llh	pi_0	pi_1	pi_3	f_0_0	f_0_1	f_0_3	f_1_0	f_1_1	f_1_3
0	-273.7214660644531	-1	0	0	0.3368421196937561	0.19148936867713928	0.12345679104328156	0.3047619163990021	0.11538461595773697	0.1315789520740509
1	-273.7774658203125	-1	0	1	0.3368421196937561	0.19148936867713928	0.12345679104328156	0.3047619163990021	0.12479468435049057	0.12479468435049057
