tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_7
0	-601.8394775390625	-1	3	0	2	2	1	2	0.40901950001716614	0.10199813544750214	0.40901950001716614	0.11245933175086975	0.17563337087631226	0.10199813544750214	0.12092676758766174	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
1	-601.7775268554688	-1	3	0	2	2	1	4	0.4022449851036072	0.10199813544750214	0.4022449851036072	0.11711711436510086	0.18390804529190063	0.10199813544750214	0.12621359527111053	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
2	-601.8106079101562	-1	3	0	2	2	4	2	0.40901950001716614	0.09734513610601425	0.40901950001716614	0.11245933175086975	0.17563337087631226	0.10752688348293304	0.12092676758766174	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
3	-601.8314208984375	-1	3	0	2	2	4	5	0.4022449851036072	0.09734513610601425	0.4022449851036072	0.11711711436510086	0.18390804529190063	0.11720768362283707	0.11720768362283707	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
4	-601.8394775390625	-1	4	0	2	2	1	2	0.40901950001716614	0.10199813544750214	0.40901950001716614	0.11245933175086975	0.17563337087631226	0.10199813544750214	0.12092676758766174	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
5	-601.7982177734375	-1	4	0	2	2	1	3	0.4022449851036072	0.10199813544750214	0.4022449851036072	0.12150219082832336	0.18390804529190063	0.10199813544750214	0.12150219082832336	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
6	-601.8106079101562	-1	4	0	2	2	3	2	0.40901950001716614	0.09734513610601425	0.40901950001716614	0.11245933175086975	0.17563337087631226	0.10752688348293304	0.12092676758766174	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
7	-601.8314208984375	-1	4	0	2	2	3	5	0.4022449851036072	0.09734513610601425	0.4022449851036072	0.11717680096626282	0.18390804529190063	0.11717679351568222	0.11717678606510162	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
8	-601.831787109375	-1	4	0	2	2	4	3	0.4022449553012848	0.09261751174926758	0.4022449553012848	0.12150219082832336	0.19415511190891266	0.10153761506080627	0.12150219082832336	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
9	-601.7879028320312	-1	2	0	4	2	1	2	0.40521562099456787	0.10103754699230194	0.4052155911922455	0.11711711436510086	0.18025173246860504	0.10103754699230194	0.1239263117313385	0.5	0.09166666865348816	0.40740740299224854	0.1764705926179886	0.22499999403953552	0.07000000029802322	9.999999974752427e-07
