tree	llh	pi_0	pi_1	pi_2	pi_3	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_5	f_1_6	f_1_7
0	-454.5870056152344	-1	3	0	0	2	2	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881188303232193	0.02087833732366562
1	-454.5870056152344	-1	6	0	0	2	2	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881187558174133	0.02087833732366562
2	-454.5870056152344	-1	3	0	0	3	2	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881188303232193	0.02087833732366562
3	-454.5870056152344	-1	6	0	0	3	2	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881187558174133	0.02087833732366562
4	-454.681640625	-1	3	0	0	7	2	0	0.3730315566062927	0.009900989942252636	0.1544836461544037	0.16071927547454834	0.05782864987850189	0.04545454680919647	0.05782864987850189	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881188303232193	0.02087833732366562
5	-454.681640625	-1	6	0	0	7	2	0	0.3730315566062927	0.009900989942252636	0.1544836461544037	0.16071927547454834	0.05782864987850189	0.04545454680919647	0.05782864987850189	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881187558174133	0.02087833732366562
6	-454.6117248535156	-1	3	0	0	0	2	2	0.37572139501571655	0.009900989942252636	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04545454680919647	0.052173912525177	0.31683164834976196	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534192085266
7	-454.6117248535156	-1	6	0	0	0	2	2	0.37572139501571655	0.009900989942252636	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04545454680919647	0.052173912525177	0.31683164834976196	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534750878811
8	-454.5936279296875	-1	3	0	0	2	2	2	0.3689320385456085	0.009900989942252636	0.15962716937065125	0.16326530277729034	0.064315564930439	0.04432757943868637	0.05098401755094528	0.31683167815208435	0.05154639109969139	0.1368994563817978	0.1696428507566452	-2.4010660126805305e-10	0.11630411446094513	0.02059534378349781
9	-454.5936279296875	-1	6	0	0	2	2	2	0.3689320385456085	0.009900989942252636	0.15962716937065125	0.16326530277729034	0.064315564930439	0.04432757943868637	0.05098401755094528	0.31683164834976196	0.05154639109969139	0.1368994563817978	0.1696428507566452	-2.4010660126805305e-10	0.11630411446094513	0.02059534378349781
10	-454.58544921875	-1	3	0	0	3	2	2	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534192085266
11	-454.58544921875	-1	6	0	0	3	2	2	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683164834976196	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534750878811
12	-454.6725769042969	-1	3	0	0	7	2	2	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534192085266
13	-454.6725769042969	-1	6	0	0	7	2	2	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683164834976196	0.05154639109969139	0.1368994563817978	0.1696428507566452	9.999999974752427e-07	0.11630411446094513	0.02059534750878811
14	-454.603759765625	-1	3	0	0	0	2	3	0.37572139501571655	0.009900989942252636	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04545454680919647	0.052173912525177	0.31683167815208435	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
15	-454.603759765625	-1	6	0	0	0	2	3	0.37572139501571655	0.009900989942252636	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04545454680919647	0.052173912525177	0.31683164834976196	0.05154639109969139	0.13445377349853516	0.1696428507566452	9.999999974752427e-07	0.11881187558174133	0.02150537632405758
16	-454.5774841308594	-1	3	0	0	2	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683170795440674	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
17	-454.5774841308594	-1	6	0	0	2	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683164834976196	0.05154639109969139	0.13445377349853516	0.1696428507566452	9.999999974752427e-07	0.11881187558174133	0.02150537632405758
18	-454.5774841308594	-1	3	0	0	3	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683170795440674	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
19	-454.5774841308594	-1	6	0	0	3	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04545454680919647	0.052173912525177	0.31683167815208435	0.05154639109969139	0.13445377349853516	0.1696428507566452	9.999999974752427e-07	0.11881187558174133	0.02150537632405758
20	-454.66461181640625	-1	3	0	0	7	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683170795440674	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
21	-454.66461181640625	-1	6	0	0	7	2	3	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.058362506330013275	0.04545454680919647	0.058362506330013275	0.31683167815208435	0.05154639109969139	0.13445377349853516	0.1696428507566452	9.999999974752427e-07	0.11881187558174133	0.02150537632405758
22	-454.6311340332031	-1	3	0	0	0	2	6	0.37572139501571655	0.009900989942252636	0.1529242992401123	0.15905702114105225	0.06374005228281021	0.04880134388804436	0.048801347613334656	0.31683164834976196	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
23	-454.6048583984375	-1	3	0	0	2	2	6	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
24	-454.6048583984375	-1	3	0	0	3	2	6	0.3689320385456085	0.009900989942252636	0.1568627506494522	0.16326530277729034	0.06593406945466995	0.04880134388804436	0.048801347613334656	0.31683167815208435	0.05154639109969139	0.13445378839969635	0.1696428507566452	9.999999974752427e-07	0.11881188303232193	0.02150537632405758
25	-454.5870056152344	-1	2	0	0	2	3	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881188303232193	0.02087833732366562
26	-454.58905029296875	-1	3	0	0	2	3	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32137247920036316	0.05082106217741966	0.13224561512470245	0.16836802661418915	9.999999974752427e-07	0.11754696071147919	0.020758850499987602
27	-454.5870056152344	-1	6	0	0	2	3	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881187558174133	0.02087833732366562
28	-454.5870056152344	-1	2	0	0	3	3	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32072722911834717	0.05154639109969139	0.13256439566612244	0.16728448867797852	9.999999974752427e-07	0.11881188303232193	0.02087833732366562
29	-454.58905029296875	-1	3	0	0	3	3	0	0.3703047037124634	0.009900989942252636	0.15604954957962036	0.16239631175994873	0.06593406945466995	0.04545454680919647	0.05185883119702339	0.32137247920036316	0.05082106590270996	0.13224561512470245	0.16836802661418915	-2.4010660126805305e-10	0.11754696816205978	0.020758844912052155
