tree	llh	pi_0	pi_2	pi_3	pi_4	pi_5	f_0_0	f_0_2	f_0_3	f_0_4	f_0_5	f_1_0	f_1_2	f_1_3	f_1_4	f_1_5
0	-431.8297424316406	-1	0	2	2	0	0.5288461446762085	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.4283832311630249	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392
1	-431.84075927734375	-1	0	4	2	0	0.5288461446762085	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.4283832609653473	0.22675098478794098	0.03574084863066673	0.03574084863066673	0.20163224637508392
2	-431.8270263671875	-1	0	0	0	2	0.5405206680297852	0.33883440494537354	0.06888830661773682	0.1327980011701584	0.04123711213469505	0.41489362716674805	0.2347826063632965	0.037974681705236435	0.033707864582538605	0.21052631735801697
3	-431.7758483886719	-1	0	2	0	2	0.5288461446762085	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.41489362716674805	0.24047285318374634	0.03606124222278595	0.033707864582538605	0.2044115960597992
4	-431.7616882324219	-1	0	4	0	2	0.5288461446762085	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.41489362716674805	0.2347826063632965	0.03574084863066673	0.03574084863066673	0.21052631735801697
5	-431.7629089355469	-1	0	0	2	2	0.5288461446762085	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.41489362716674805	0.23876580595970154	0.037974681705236435	0.03256092593073845	0.2062048763036728
6	-431.7804870605469	-1	0	4	2	2	0.5288461446762085	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.41489362716674805	0.23993319272994995	0.03496205806732178	0.03496205806732178	0.2049710750579834
