tree	llh	pi_0	pi_2	pi_4	f_0_0	f_0_2	f_0_4	f_1_0	f_1_2	f_1_4
0	-327.3065185546875	-1	4	0	0.46464645862579346	0.15238095819950104	0.3068181872367859	0.32242387533187866	0.15238095819950104	0.32242387533187866
