tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_0_5	f_0_6	f_0_7	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4	f_1_5	f_1_6	f_1_7
0	-513.8753662109375	-1	0	0	2	2	0	2	0	0.5330731868743896	0.05452876165509224	0.3456159830093384	0.07207207381725311	0.13793103396892548	0.04034104198217392	0.040816325694322586	0.092587411403656	0.4283832311630249	1.622538547962904e-09	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.2016322761774063	0.009259259328246117	1.622538547962904e-09
1	-513.8753662109375	-1	0	0	2	2	0	3	0	0.5330731868743896	0.05452876165509224	0.3456159830093384	0.07207207381725311	0.13793103396892548	0.04034104198217392	0.040816325694322586	0.092587411403656	0.4283832311630249	1.622538547962904e-09	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.2016322761774063	0.009259259328246117	1.622538547962904e-09
2	-513.8753662109375	-1	0	0	2	2	0	4	0	0.5330731868743896	0.05452876165509224	0.3456159830093384	0.07207207381725311	0.13793103396892548	0.04034104198217392	0.040816325694322586	0.092587411403656	0.4283832311630249	1.622538547962904e-09	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.2016322761774063	0.009259259328246117	1.622538547962904e-09
3	-513.8754272460938	-1	0	0	2	2	0	5	0	0.5331823825836182	0.054520875215530396	0.3455178141593933	0.07207207381725311	0.13793103396892548	0.04057660326361656	0.04057660326361656	0.09256701916456223	0.4283832311630249	1.622538547962904e-09	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.2016322761774063	0.009259259328246117	1.622538547962904e-09
4	-513.8646850585938	-1	2	0	2	2	0	2	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
5	-513.8646850585938	-1	2	0	2	2	0	3	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
6	-513.8646850585938	-1	2	0	2	2	0	4	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
7	-513.8646850585938	-1	2	0	2	2	0	5	0	0.5288461446762085	0.0555555559694767	0.34951457381248474	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675099968910217	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
8	-513.8646850585938	-1	3	0	2	2	0	2	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
9	-513.8646850585938	-1	3	0	2	2	0	4	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
10	-513.8646850585938	-1	3	0	2	2	0	5	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
11	-513.8646850585938	-1	4	0	2	2	0	2	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
12	-513.8646850585938	-1	4	0	2	2	0	3	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
13	-513.8646850585938	-1	4	0	2	2	0	4	0	0.5288461446762085	0.0555555559694767	0.34951454401016235	0.07207207381725311	0.13793103396892548	0.04123711213469505	0.040816325694322586	0.09401709586381912	0.4283832311630249	9.999999974752427e-07	0.22675096988677979	0.037974681705236435	0.033707864582538605	0.20163224637508392	0.009259259328246117	1.622538547962904e-09
