tree	llh	pi_0	pi_1	pi_2	pi_3	pi_4	f_0_0	f_0_1	f_0_2	f_0_3	f_0_4	f_1_0	f_1_1	f_1_2	f_1_3	f_1_4
0	-436.86083984375	-1	3	1	0	2	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018
1	-436.86083984375	-1	3	1	0	3	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018
2	-436.86083984375	-1	3	3	0	1	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018
3	-436.86083984375	-1	3	3	0	2	0.5094339847564697	0.17391304671764374	0.1649484485387802	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.07000000029802322	0.06422018259763718	0.14444445073604584	0.027522936463356018
4	-436.92572021484375	-1	3	3	0	3	0.5094339847564697	0.1716955453157425	0.1624535322189331	0.4702058434486389	0.1360567957162857	0.2551020383834839	0.06602967530488968	0.06068079173564911	0.15204410254955292	0.025333628058433533
5	-436.8898010253906	-1	2	3	0	1	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018
6	-436.8898010253906	-1	2	3	0	3	0.5094339847564697	0.16977299749851227	0.16977299749851227	0.4660193920135498	0.13829787075519562	0.2551020383834839	0.06699980795383453	0.06699980795383453	0.14444445073604584	0.027522936463356018
