tree	llh	pi_0	pi_1	pi_4	f_0_0	f_0_1	f_0_4	f_1_0	f_1_1	f_1_4
0	-349.6759033203125	-1	4	0	0.4433962404727936	0.23423422873020172	0.23762376606464386	0.31460675597190857	0.1683168262243271	0.23853211104869843
