tree	llh	pi_0	pi_1	pi_3	f_0_0	f_0_1	f_0_3	f_1_0	f_1_1	f_1_3
0	-315.9258728027344	-1	3	0	0.5094339847564697	0.17391304671764374	0.4660193920135498	0.2551020383834839	0.07000000029802322	0.14444445073604584
