tree	llh	pi_0	pi_2	pi_4	f_0_0	f_0_2	f_0_4	f_1_0	f_1_2	f_1_4
0	-345.1380615234375	-1	0	2	0.4022449851036072	0.4022449851036072	0.18390804529190063	0.5	0.40740740299224854	0.22499999403953552
