tree	llh	pi_0	pi_1	pi_2	pi_5	f_0_0	f_0_1	f_0_2	f_0_5	f_1_0	f_1_1	f_1_2	f_1_5
0	-444.83612060546875	-1	0	1	2	0.5666666626930237	0.4536082446575165	0.3877550959587097	0.09345794469118118	0.3604651093482971	0.2293577939271927	0.22314049303531647	0.21621622145175934
